,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,10,0.09933333333333333,0.1032,"[[0, 0, 980, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1134, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1032, 0, 0, 0, 0, 0, 0, 0], [0, 0, 994, 0, 0, 0, 0, 0, 16, 0], [0, 0, 982, 0, 0, 0, 0, 0, 0, 0], [0, 0, 891, 0, 0, 0, 0, 0, 1, 0], [0, 0, 958, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1027, 0, 0, 0, 0, 0, 1, 0], [0, 0, 974, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1009, 0, 0, 0, 0, 0, 0, 0]]"
1,1,10,0.09933333333333333,0.1032,"[[0, 0, 980, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1135, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1032, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1009, 0, 0, 0, 0, 0, 1, 0], [0, 0, 982, 0, 0, 0, 0, 0, 0, 0], [0, 0, 892, 0, 0, 0, 0, 0, 0, 0], [0, 0, 958, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1028, 0, 0, 0, 0, 0, 0, 0], [0, 0, 974, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1009, 0, 0, 0, 0, 0, 0, 0]]"
2,2,10,0.10171666666666666,0.1058,"[[0, 0, 977, 3, 0, 0, 0, 0, 0, 0], [0, 0, 1135, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1032, 0, 0, 0, 0, 0, 0, 0], [0, 0, 984, 26, 0, 0, 0, 0, 0, 0], [0, 0, 982, 0, 0, 0, 0, 0, 0, 0], [0, 0, 890, 2, 0, 0, 0, 0, 0, 0], [0, 0, 958, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1028, 0, 0, 0, 0, 0, 0, 0], [0, 0, 972, 2, 0, 0, 0, 0, 0, 0], [0, 0, 1009, 0, 0, 0, 0, 0, 0, 0]]"
3,3,10,0.12351666666666666,0.1273,"[[0, 0, 659, 321, 0, 0, 0, 0, 0, 0], [0, 0, 1132, 3, 0, 0, 0, 0, 0, 0], [0, 0, 999, 33, 0, 0, 0, 0, 0, 0], [0, 0, 733, 274, 0, 0, 0, 3, 0, 0], [0, 0, 978, 4, 0, 0, 0, 0, 0, 0], [0, 0, 816, 76, 0, 0, 0, 0, 0, 0], [0, 0, 917, 41, 0, 0, 0, 0, 0, 0], [0, 0, 998, 30, 0, 0, 0, 0, 0, 0], [0, 0, 930, 40, 0, 0, 0, 4, 0, 0], [0, 0, 1000, 9, 0, 0, 0, 0, 0, 0]]"
4,4,10,0.1455,0.1511,"[[0, 0, 69, 911, 0, 0, 0, 0, 0, 0], [0, 0, 853, 277, 0, 0, 0, 5, 0, 0], [0, 0, 756, 244, 0, 0, 0, 32, 0, 0], [0, 0, 196, 752, 0, 0, 0, 62, 0, 0], [0, 0, 797, 184, 0, 0, 0, 1, 0, 0], [0, 0, 385, 492, 0, 0, 0, 15, 0, 0], [0, 0, 617, 337, 0, 0, 0, 4, 0, 0], [0, 0, 713, 312, 0, 0, 0, 3, 0, 0], [0, 0, 469, 381, 0, 0, 0, 124, 0, 0], [0, 0, 822, 180, 0, 0, 0, 7, 0, 0]]"
5,5,10,0.13158333333333333,0.133,"[[0, 0, 1, 975, 0, 0, 0, 4, 0, 0], [0, 0, 112, 906, 0, 0, 0, 117, 0, 0], [0, 0, 264, 590, 0, 0, 0, 178, 0, 0], [0, 0, 9, 806, 0, 0, 0, 195, 0, 0], [0, 0, 314, 618, 0, 0, 0, 50, 0, 0], [0, 0, 29, 753, 0, 0, 0, 110, 0, 0], [0, 0, 132, 813, 0, 0, 0, 13, 0, 0], [0, 0, 97, 671, 0, 0, 0, 260, 0, 0], [0, 0, 31, 623, 0, 0, 0, 320, 0, 0], [0, 0, 203, 651, 0, 0, 0, 155, 0, 0]]"
6,6,10,0.12966666666666668,0.1335,"[[0, 0, 0, 973, 0, 0, 0, 7, 0, 0], [0, 0, 0, 811, 0, 0, 0, 324, 0, 0], [0, 0, 18, 641, 0, 0, 0, 373, 0, 0], [0, 0, 0, 753, 0, 0, 0, 257, 0, 0], [0, 0, 19, 794, 0, 0, 0, 169, 0, 0], [0, 0, 0, 719, 0, 0, 0, 173, 0, 0], [0, 0, 7, 923, 0, 0, 0, 28, 0, 0], [0, 0, 1, 463, 0, 0, 0, 564, 0, 0], [0, 0, 1, 552, 0, 0, 0, 421, 0, 0], [0, 0, 11, 602, 0, 0, 0, 396, 0, 0]]"
7,7,10,0.14051666666666668,0.1465,"[[0, 0, 0, 971, 0, 0, 0, 9, 0, 0], [0, 0, 0, 539, 0, 0, 0, 596, 0, 0], [0, 0, 0, 552, 0, 0, 0, 480, 0, 0], [0, 0, 0, 718, 0, 0, 0, 292, 0, 0], [0, 0, 0, 673, 0, 0, 0, 309, 0, 0], [0, 0, 0, 675, 0, 0, 0, 217, 0, 0], [0, 0, 0, 924, 0, 0, 0, 34, 0, 0], [0, 0, 0, 281, 0, 0, 0, 747, 0, 0], [0, 0, 0, 492, 0, 0, 0, 482, 0, 0], [0, 0, 0, 406, 0, 0, 0, 603, 0, 0]]"
8,8,10,0.14851666666666666,0.1556,"[[0, 0, 0, 967, 0, 0, 0, 13, 0, 0], [0, 0, 0, 250, 0, 0, 0, 885, 0, 0], [0, 0, 0, 497, 0, 0, 0, 535, 0, 0], [0, 0, 0, 722, 0, 0, 0, 288, 0, 0], [0, 0, 0, 566, 0, 0, 0, 416, 0, 0], [0, 0, 0, 654, 0, 0, 0, 238, 0, 0], [0, 0, 0, 916, 0, 0, 0, 42, 0, 0], [0, 0, 0, 194, 0, 0, 0, 834, 0, 0], [0, 0, 0, 464, 0, 0, 0, 510, 0, 0], [0, 0, 0, 290, 0, 0, 0, 719, 0, 0]]"
9,9,10,0.15515,0.1621,"[[0, 0, 0, 963, 0, 0, 0, 16, 0, 1], [0, 0, 0, 113, 0, 0, 0, 1022, 0, 0], [0, 0, 0, 471, 0, 0, 0, 561, 0, 0], [0, 0, 0, 727, 0, 0, 0, 283, 0, 0], [0, 0, 0, 496, 0, 0, 0, 486, 0, 0], [0, 0, 0, 645, 0, 0, 0, 247, 0, 0], [0, 0, 0, 915, 0, 0, 0, 43, 0, 0], [0, 0, 0, 134, 0, 0, 0, 894, 0, 0], [0, 0, 0, 453, 0, 0, 0, 521, 0, 0], [0, 0, 0, 243, 0, 0, 0, 766, 0, 0]]"
