,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.1239,"[[0, 2, 1, 1, 601, 0, 290, 2, 86, 17], [0, 26, 0, 1, 374, 0, 501, 0, 75, 23], [0, 2, 1, 6, 116, 0, 865, 2, 5, 3], [0, 0, 1, 1, 48, 0, 947, 0, 0, 3], [0, 0, 0, 0, 90, 0, 903, 0, 2, 5], [0, 0, 0, 0, 34, 0, 963, 1, 1, 1], [0, 0, 0, 0, 9, 0, 991, 0, 0, 0], [0, 1, 0, 0, 143, 0, 819, 10, 0, 27], [0, 0, 0, 0, 622, 0, 297, 0, 66, 15], [0, 6, 0, 0, 367, 0, 527, 2, 44, 54]]"
1,1,10,10,0.3373,"[[159, 60, 44, 4, 258, 2, 201, 12, 239, 21], [3, 555, 9, 7, 27, 1, 208, 3, 148, 39], [12, 13, 70, 30, 341, 26, 463, 26, 13, 6], [1, 27, 12, 104, 132, 42, 631, 32, 8, 11], [2, 15, 10, 9, 531, 3, 385, 33, 8, 4], [0, 13, 8, 128, 209, 102, 480, 44, 4, 12], [0, 14, 0, 4, 140, 2, 830, 4, 1, 5], [2, 31, 14, 24, 296, 27, 262, 310, 5, 29], [27, 96, 6, 9, 159, 1, 161, 4, 514, 23], [4, 320, 4, 11, 55, 2, 233, 19, 154, 198]]"
2,2,10,10,0.4722,"[[366, 28, 114, 17, 91, 2, 94, 22, 241, 25], [34, 503, 22, 24, 43, 9, 61, 18, 152, 134], [30, 7, 333, 67, 220, 52, 227, 40, 16, 8], [6, 11, 73, 323, 96, 112, 324, 30, 10, 15], [12, 7, 76, 51, 557, 25, 188, 68, 11, 5], [0, 9, 98, 233, 114, 304, 178, 47, 5, 12], [1, 7, 37, 50, 138, 8, 745, 6, 1, 7], [6, 11, 35, 69, 142, 72, 107, 525, 8, 25], [71, 54, 33, 24, 71, 12, 47, 10, 648, 30], [17, 154, 17, 47, 50, 4, 102, 48, 143, 418]]"
3,3,10,10,0.4613,"[[370, 13, 102, 24, 151, 9, 99, 22, 187, 23], [16, 401, 32, 54, 73, 14, 158, 17, 130, 105], [23, 2, 336, 68, 269, 51, 205, 30, 13, 3], [2, 8, 63, 332, 132, 144, 280, 29, 7, 3], [6, 0, 63, 44, 631, 36, 143, 63, 12, 2], [1, 3, 69, 196, 157, 351, 165, 53, 4, 1], [0, 1, 28, 58, 169, 11, 720, 9, 1, 3], [1, 0, 28, 82, 205, 81, 76, 518, 6, 3], [64, 21, 44, 32, 80, 21, 81, 14, 625, 18], [10, 138, 28, 89, 61, 20, 164, 36, 125, 329]]"
4,4,10,10,0.5338,"[[519, 25, 76, 22, 75, 8, 57, 16, 179, 23], [33, 583, 16, 23, 31, 12, 60, 12, 137, 93], [45, 5, 414, 87, 178, 64, 149, 29, 23, 6], [12, 8, 73, 404, 89, 161, 197, 26, 17, 13], [18, 3, 92, 57, 557, 38, 131, 85, 16, 3], [1, 6, 73, 245, 88, 416, 108, 51, 7, 5], [1, 5, 55, 70, 103, 22, 727, 7, 4, 6], [7, 3, 25, 78, 145, 90, 48, 581, 6, 17], [111, 37, 30, 22, 39, 20, 33, 9, 678, 21], [27, 147, 15, 54, 23, 13, 69, 26, 167, 459]]"
5,5,10,10,0.5352,"[[513, 34, 43, 24, 28, 5, 49, 8, 221, 75], [27, 597, 8, 26, 3, 3, 23, 5, 123, 185], [66, 16, 364, 136, 127, 42, 167, 33, 28, 21], [27, 18, 52, 508, 53, 98, 133, 28, 25, 58], [28, 14, 87, 123, 474, 22, 118, 90, 17, 27], [10, 15, 80, 370, 53, 307, 71, 48, 15, 31], [4, 16, 50, 165, 53, 11, 663, 9, 7, 22], [20, 10, 23, 140, 71, 65, 28, 545, 8, 90], [78, 53, 19, 28, 9, 4, 15, 6, 731, 57], [26, 126, 6, 28, 2, 9, 35, 8, 110, 650]]"
6,6,10,10,0.5749,"[[560, 34, 64, 15, 39, 9, 43, 11, 160, 65], [22, 681, 16, 10, 16, 9, 23, 3, 62, 158], [58, 10, 422, 79, 148, 60, 158, 29, 22, 14], [16, 13, 65, 377, 92, 174, 183, 33, 18, 29], [30, 6, 94, 46, 563, 35, 125, 78, 17, 6], [5, 8, 66, 198, 93, 432, 119, 49, 11, 19], [1, 8, 45, 45, 90, 17, 766, 6, 7, 15], [14, 5, 22, 80, 136, 69, 44, 594, 8, 28], [84, 52, 21, 22, 23, 14, 17, 5, 710, 52], [18, 159, 8, 31, 12, 11, 38, 11, 68, 644]]"
7,7,10,10,0.5358,"[[489, 52, 61, 23, 54, 4, 52, 3, 218, 44], [19, 746, 9, 21, 8, 3, 42, 1, 82, 69], [61, 8, 371, 96, 218, 43, 152, 14, 30, 7], [21, 19, 64, 486, 117, 75, 154, 15, 25, 24], [22, 14, 76, 68, 603, 22, 119, 58, 14, 4], [7, 20, 85, 337, 129, 262, 116, 27, 6, 11], [2, 14, 33, 91, 103, 15, 717, 6, 7, 12], [13, 16, 32, 129, 174, 55, 55, 478, 8, 40], [73, 78, 27, 26, 19, 3, 16, 3, 723, 32], [22, 265, 9, 43, 10, 5, 46, 9, 108, 483]]"
8,8,10,10,0.5909,"[[634, 37, 55, 17, 38, 8, 40, 14, 122, 35], [36, 738, 16, 8, 20, 9, 31, 4, 44, 94], [67, 8, 466, 66, 159, 49, 140, 18, 16, 11], [16, 13, 77, 406, 106, 143, 176, 27, 15, 21], [28, 4, 96, 44, 585, 33, 114, 74, 16, 6], [10, 9, 81, 227, 96, 416, 95, 48, 8, 10], [2, 10, 46, 51, 78, 13, 782, 5, 3, 10], [14, 6, 26, 74, 154, 62, 37, 595, 11, 21], [117, 61, 25, 18, 26, 13, 18, 7, 684, 31], [41, 185, 14, 31, 10, 10, 35, 12, 59, 603]]"
9,9,10,10,0.5941,"[[613, 41, 84, 20, 34, 7, 38, 10, 98, 55], [30, 748, 19, 8, 11, 6, 23, 5, 39, 111], [50, 6, 502, 59, 146, 54, 134, 18, 19, 12], [13, 12, 92, 386, 92, 170, 169, 27, 14, 25], [16, 7, 117, 51, 562, 35, 122, 66, 18, 6], [8, 8, 104, 205, 76, 431, 102, 44, 6, 16], [0, 10, 48, 46, 63, 13, 790, 11, 5, 14], [7, 4, 47, 62, 132, 75, 37, 602, 10, 24], [115, 63, 30, 18, 17, 14, 18, 4, 680, 41], [26, 187, 14, 28, 8, 10, 33, 10, 57, 627]]"
