,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.20328,0.2125,"[[705, 33, 1, 7, 0, 37, 8, 9, 127, 73], [431, 113, 2, 21, 0, 82, 39, 24, 136, 152], [288, 77, 3, 78, 0, 230, 86, 55, 97, 86], [210, 29, 4, 87, 0, 350, 58, 51, 87, 124], [134, 48, 4, 121, 0, 273, 159, 79, 76, 106], [298, 35, 0, 54, 0, 324, 61, 72, 71, 85], [79, 61, 1, 126, 0, 246, 253, 75, 74, 85], [185, 77, 2, 38, 0, 202, 40, 77, 107, 272], [580, 23, 0, 7, 0, 68, 0, 0, 197, 125], [307, 39, 2, 18, 0, 41, 19, 30, 178, 366]]"
1,1,0.27518,0.2915,"[[446, 45, 2, 10, 0, 64, 51, 40, 215, 127], [59, 257, 4, 16, 0, 62, 130, 66, 255, 151], [134, 46, 4, 32, 0, 168, 461, 78, 26, 51], [58, 17, 5, 45, 0, 268, 398, 130, 14, 65], [43, 6, 1, 24, 0, 120, 647, 77, 32, 50], [59, 18, 5, 35, 1, 341, 392, 93, 21, 35], [12, 8, 0, 16, 0, 90, 753, 92, 4, 25], [42, 36, 2, 25, 2, 146, 297, 252, 29, 169], [215, 46, 0, 20, 0, 64, 24, 42, 403, 186], [42, 62, 3, 15, 1, 35, 99, 93, 236, 414]]"
2,2,0.34256,0.37,"[[492, 71, 9, 16, 9, 23, 26, 49, 218, 87], [46, 476, 0, 15, 5, 14, 46, 20, 161, 217], [149, 64, 37, 80, 162, 108, 225, 113, 29, 33], [80, 52, 17, 154, 69, 161, 236, 133, 25, 73], [69, 16, 18, 59, 270, 74, 323, 120, 29, 22], [78, 42, 16, 109, 92, 297, 185, 121, 25, 35], [15, 25, 13, 66, 90, 56, 597, 86, 7, 45], [65, 57, 8, 53, 100, 106, 91, 398, 24, 98], [207, 91, 1, 22, 0, 13, 14, 28, 468, 156], [36, 139, 1, 22, 2, 5, 60, 34, 190, 511]]"
3,3,0.38176,0.4127,"[[473, 71, 26, 22, 10, 16, 23, 45, 238, 76], [29, 560, 0, 10, 4, 13, 32, 19, 114, 219], [98, 42, 78, 111, 199, 108, 170, 133, 35, 26], [47, 46, 34, 197, 64, 192, 208, 117, 23, 72], [54, 23, 42, 77, 364, 48, 207, 134, 33, 18], [31, 28, 40, 136, 81, 353, 144, 128, 30, 29], [6, 21, 16, 108, 140, 41, 546, 69, 12, 41], [39, 49, 17, 70, 83, 101, 68, 481, 17, 75], [157, 102, 3, 26, 1, 13, 14, 17, 542, 125], [22, 185, 2, 22, 3, 6, 41, 37, 149, 533]]"
4,4,0.41386,0.4432,"[[483, 75, 43, 20, 12, 16, 24, 36, 219, 72], [19, 639, 5, 9, 3, 13, 22, 22, 87, 181], [71, 40, 154, 109, 183, 101, 154, 133, 25, 30], [27, 39, 51, 238, 50, 217, 184, 109, 17, 68], [48, 30, 66, 68, 340, 43, 209, 149, 31, 16], [23, 24, 48, 155, 60, 404, 115, 121, 21, 29], [1, 20, 33, 103, 124, 43, 566, 64, 11, 35], [29, 41, 26, 69, 68, 97, 63, 531, 13, 63], [140, 118, 12, 24, 4, 15, 14, 16, 549, 108], [27, 225, 3, 27, 5, 9, 29, 37, 110, 528]]"
5,5,0.42828,0.4634,"[[455, 64, 57, 20, 14, 20, 23, 36, 227, 84], [14, 612, 10, 14, 3, 14, 22, 21, 70, 220], [61, 29, 250, 105, 150, 92, 143, 111, 26, 33], [18, 27, 61, 298, 37, 211, 179, 83, 16, 70], [37, 26, 104, 71, 323, 45, 208, 136, 30, 20], [16, 18, 80, 194, 40, 400, 100, 106, 17, 29], [1, 17, 45, 102, 103, 39, 596, 49, 10, 38], [22, 27, 40, 78, 52, 94, 64, 550, 11, 62], [120, 106, 15, 30, 4, 12, 15, 16, 563, 119], [22, 186, 5, 34, 5, 11, 29, 37, 84, 587]]"
6,6,0.44146,0.4798,"[[484, 47, 53, 10, 14, 22, 30, 30, 233, 77], [16, 613, 12, 13, 3, 13, 21, 20, 95, 194], [64, 29, 253, 88, 170, 108, 135, 97, 31, 25], [21, 25, 60, 270, 39, 254, 183, 70, 19, 59], [40, 18, 99, 61, 349, 64, 199, 120, 36, 14], [15, 17, 63, 168, 43, 467, 93, 91, 21, 22], [1, 16, 45, 80, 105, 45, 627, 36, 10, 35], [33, 21, 40, 69, 61, 111, 62, 541, 10, 52], [117, 93, 10, 17, 6, 19, 15, 14, 624, 85], [24, 174, 8, 34, 5, 15, 30, 35, 105, 570]]"
7,7,0.45446,0.4924,"[[502, 46, 46, 9, 13, 15, 29, 31, 236, 73], [16, 602, 14, 12, 3, 11, 22, 24, 85, 211], [65, 25, 292, 76, 178, 89, 115, 99, 35, 26], [20, 26, 69, 283, 51, 212, 174, 81, 22, 62], [41, 15, 106, 61, 374, 47, 169, 133, 38, 16], [16, 18, 74, 168, 44, 436, 91, 107, 21, 25], [1, 16, 44, 70, 115, 43, 625, 39, 15, 32], [38, 19, 35, 61, 57, 98, 53, 578, 11, 50], [99, 89, 12, 14, 9, 16, 17, 15, 653, 76], [19, 170, 11, 31, 4, 14, 29, 36, 107, 579]]"
8,8,0.46678,0.5106,"[[509, 43, 61, 8, 15, 14, 34, 31, 209, 76], [19, 634, 14, 11, 3, 12, 23, 20, 72, 192], [63, 25, 360, 78, 142, 89, 111, 76, 31, 25], [15, 25, 80, 292, 43, 218, 179, 72, 20, 56], [39, 12, 136, 55, 385, 47, 164, 114, 32, 16], [13, 15, 87, 161, 38, 463, 95, 91, 16, 21], [2, 16, 58, 61, 104, 42, 649, 29, 11, 28], [34, 16, 41, 68, 54, 99, 53, 579, 10, 46], [97, 89, 17, 15, 12, 16, 17, 15, 645, 77], [24, 171, 13, 32, 4, 16, 31, 36, 83, 590]]"
9,9,0.47708,0.5181,"[[524, 42, 53, 6, 14, 12, 33, 27, 202, 87], [16, 634, 11, 9, 3, 11, 24, 19, 67, 206], [63, 23, 371, 73, 137, 91, 104, 76, 33, 29], [16, 25, 77, 295, 41, 229, 165, 72, 26, 54], [39, 12, 138, 52, 353, 57, 164, 124, 40, 21], [13, 16, 82, 151, 36, 490, 89, 85, 14, 24], [2, 17, 58, 60, 97, 41, 650, 32, 10, 33], [29, 17, 40, 65, 50, 102, 52, 581, 10, 54], [86, 85, 10, 13, 11, 15, 16, 13, 665, 86], [26, 163, 10, 33, 3, 15, 28, 28, 76, 618]]"
10,10,0.48396,0.5256,"[[538, 50, 43, 9, 18, 9, 32, 29, 199, 73], [20, 674, 8, 8, 5, 9, 18, 16, 68, 174], [71, 27, 351, 80, 155, 82, 103, 73, 36, 22], [19, 28, 65, 325, 46, 208, 158, 70, 29, 52], [37, 15, 124, 57, 401, 45, 156, 111, 40, 14], [14, 18, 75, 174, 40, 460, 88, 95, 17, 19], [2, 21, 54, 65, 101, 32, 648, 31, 14, 32], [30, 24, 37, 69, 55, 92, 48, 580, 13, 52], [89, 83, 8, 12, 9, 15, 16, 14, 682, 72], [26, 184, 9, 33, 4, 11, 25, 29, 82, 597]]"
11,11,0.49072,0.5313,"[[555, 30, 54, 11, 19, 8, 35, 28, 192, 68], [29, 637, 11, 11, 4, 10, 26, 20, 68, 184], [69, 17, 374, 80, 164, 77, 97, 71, 30, 21], [21, 21, 78, 344, 59, 203, 144, 65, 24, 41], [33, 10, 130, 61, 438, 44, 140, 99, 33, 12], [14, 14, 87, 183, 50, 458, 74, 89, 15, 16], [3, 12, 59, 67, 120, 37, 640, 27, 15, 20], [29, 15, 39, 80, 70, 97, 45, 582, 8, 35], [93, 66, 12, 16, 20, 14, 12, 13, 676, 78], [30, 152, 13, 33, 7, 17, 27, 28, 84, 609]]"
12,12,0.50026,0.5392,"[[557, 37, 53, 16, 15, 9, 36, 33, 171, 73], [26, 681, 10, 12, 3, 9, 18, 18, 50, 173], [68, 20, 360, 91, 133, 93, 108, 79, 28, 20], [18, 23, 58, 343, 49, 226, 151, 71, 19, 42], [34, 10, 129, 58, 394, 52, 151, 128, 29, 15], [13, 15, 66, 169, 41, 492, 74, 103, 12, 15], [3, 16, 52, 67, 87, 44, 665, 32, 12, 22], [23, 17, 27, 75, 47, 102, 42, 622, 9, 36], [92, 82, 9, 15, 14, 16, 15, 13, 662, 82], [28, 174, 10, 23, 3, 17, 29, 29, 71, 616]]"
13,13,0.5048,0.543,"[[570, 38, 50, 16, 20, 6, 28, 32, 172, 68], [25, 700, 9, 9, 4, 6, 15, 17, 49, 166], [76, 21, 364, 99, 150, 76, 97, 67, 26, 24], [23, 25, 70, 389, 52, 173, 131, 67, 22, 48], [33, 11, 128, 64, 425, 46, 131, 117, 33, 12], [15, 15, 71, 213, 48, 444, 61, 106, 13, 14], [3, 19, 55, 75, 102, 35, 643, 28, 15, 25], [23, 18, 33, 83, 60, 84, 32, 617, 11, 39], [99, 82, 12, 16, 12, 11, 9, 14, 664, 81], [30, 177, 9, 25, 5, 13, 24, 26, 77, 614]]"
14,14,0.51016,0.5505,"[[562, 37, 39, 15, 16, 8, 31, 22, 199, 71], [22, 694, 6, 8, 6, 5, 15, 15, 59, 170], [68, 17, 379, 83, 141, 76, 113, 57, 34, 32], [25, 25, 70, 364, 50, 179, 146, 62, 23, 56], [37, 10, 127, 58, 429, 41, 148, 102, 36, 12], [14, 16, 77, 181, 48, 459, 70, 96, 20, 19], [2, 18, 59, 63, 81, 35, 679, 22, 15, 26], [25, 23, 32, 73, 67, 84, 41, 596, 13, 46], [84, 73, 6, 9, 8, 9, 10, 13, 707, 81], [26, 165, 12, 16, 4, 10, 28, 21, 82, 636]]"
15,15,0.52054,0.5557,"[[577, 31, 51, 18, 15, 11, 29, 29, 172, 67], [27, 676, 8, 11, 5, 5, 13, 16, 61, 178], [66, 16, 364, 87, 142, 80, 118, 68, 33, 26], [24, 20, 66, 371, 52, 191, 139, 70, 22, 45], [34, 8, 105, 64, 440, 50, 141, 116, 29, 13], [11, 11, 64, 176, 51, 488, 64, 105, 14, 16], [3, 15, 50, 66, 84, 39, 676, 28, 15, 24], [21, 15, 30, 72, 60, 84, 33, 637, 11, 37], [90, 60, 9, 17, 12, 18, 8, 13, 682, 91], [29, 149, 11, 16, 3, 12, 30, 25, 79, 646]]"
16,16,0.52682,0.5584,"[[572, 41, 57, 16, 17, 12, 29, 26, 171, 59], [27, 729, 10, 10, 6, 7, 13, 14, 50, 134], [62, 16, 411, 83, 138, 79, 109, 49, 27, 26], [24, 22, 84, 369, 54, 185, 142, 59, 19, 42], [33, 11, 126, 59, 449, 47, 138, 107, 21, 9], [12, 13, 88, 177, 52, 479, 69, 83, 12, 15], [4, 16, 61, 56, 92, 40, 678, 23, 12, 18], [20, 17, 37, 73, 73, 88, 37, 611, 12, 32], [92, 83, 13, 18, 12, 15, 8, 12, 672, 75], [22, 188, 12, 13, 3, 13, 35, 23, 77, 614]]"
17,17,0.53124,0.5641,"[[596, 30, 47, 15, 15, 10, 29, 23, 171, 64], [31, 715, 5, 10, 5, 5, 10, 13, 52, 154], [64, 19, 384, 90, 135, 83, 111, 56, 31, 27], [25, 19, 66, 365, 52, 203, 134, 66, 21, 49], [33, 10, 116, 59, 448, 49, 136, 111, 30, 8], [14, 10, 64, 170, 55, 491, 63, 97, 18, 18], [6, 17, 50, 56, 86, 45, 678, 24, 16, 22], [22, 16, 29, 69, 65, 87, 33, 630, 13, 36], [95, 68, 9, 15, 11, 11, 7, 13, 697, 74], [26, 169, 10, 13, 2, 12, 32, 24, 75, 637]]"
18,18,0.53276,0.5633,"[[585, 30, 49, 18, 17, 7, 34, 17, 178, 65], [33, 682, 8, 9, 6, 5, 13, 13, 57, 174], [66, 12, 396, 91, 125, 64, 135, 54, 30, 27], [24, 18, 72, 367, 52, 170, 175, 58, 18, 46], [33, 13, 119, 57, 443, 37, 158, 108, 24, 8], [13, 10, 69, 181, 65, 462, 85, 82, 15, 18], [4, 14, 52, 44, 73, 33, 728, 20, 11, 21], [22, 14, 31, 68, 72, 79, 46, 617, 14, 37], [85, 64, 5, 22, 15, 9, 11, 12, 699, 78], [25, 154, 10, 16, 3, 10, 37, 22, 69, 654]]"
19,19,0.54152,0.57,"[[589, 27, 52, 17, 18, 11, 33, 23, 173, 57], [25, 703, 10, 12, 6, 5, 12, 16, 61, 150], [61, 13, 411, 83, 129, 74, 121, 58, 29, 21], [21, 17, 65, 357, 64, 200, 150, 64, 18, 44], [28, 13, 119, 58, 463, 46, 140, 107, 20, 6], [8, 8, 65, 170, 65, 494, 76, 83, 15, 16], [5, 18, 52, 46, 83, 38, 707, 22, 12, 17], [15, 10, 32, 60, 80, 95, 35, 631, 13, 29], [91, 62, 8, 18, 18, 12, 8, 15, 702, 66], [27, 161, 10, 16, 4, 11, 35, 23, 70, 643]]"
20,20,0.5452,0.5704,"[[573, 38, 49, 18, 15, 10, 31, 22, 177, 67], [21, 731, 7, 8, 6, 6, 10, 16, 55, 140], [64, 17, 398, 94, 127, 75, 113, 58, 29, 25], [24, 19, 60, 353, 53, 218, 143, 61, 21, 48], [32, 17, 118, 56, 459, 51, 129, 109, 22, 7], [9, 9, 63, 164, 60, 510, 65, 83, 17, 20], [6, 19, 46, 52, 82, 45, 698, 20, 14, 18], [14, 15, 33, 65, 78, 92, 31, 622, 15, 35], [79, 71, 6, 18, 12, 10, 6, 15, 713, 70], [20, 173, 9, 16, 3, 14, 31, 20, 67, 647]]"
21,21,0.54634,0.5738,"[[602, 31, 56, 15, 15, 7, 28, 20, 174, 52], [22, 717, 9, 8, 4, 7, 9, 17, 67, 140], [65, 12, 400, 90, 135, 80, 103, 59, 32, 24], [25, 19, 73, 356, 63, 216, 128, 50, 22, 48], [32, 10, 116, 50, 484, 53, 113, 110, 26, 6], [13, 7, 64, 174, 63, 508, 59, 77, 19, 16], [6, 21, 54, 53, 87, 42, 686, 20, 14, 17], [19, 11, 35, 68, 81, 93, 26, 624, 14, 29], [92, 61, 6, 18, 14, 7, 6, 13, 720, 63], [27, 160, 12, 16, 6, 13, 31, 19, 75, 641]]"
22,22,0.5524,0.5756,"[[612, 38, 46, 17, 15, 8, 30, 19, 158, 57], [23, 726, 8, 9, 4, 7, 10, 14, 60, 139], [73, 14, 406, 93, 103, 79, 120, 55, 32, 25], [28, 20, 65, 365, 57, 205, 140, 55, 19, 46], [35, 14, 128, 55, 447, 50, 137, 106, 20, 8], [15, 7, 62, 169, 59, 503, 67, 80, 18, 20], [5, 21, 55, 51, 68, 36, 718, 18, 11, 17], [19, 13, 30, 70, 76, 94, 29, 621, 14, 34], [99, 71, 5, 18, 12, 9, 6, 13, 702, 65], [25, 166, 12, 15, 4, 11, 30, 16, 65, 656]]"
23,23,0.55952,0.5795,"[[594, 33, 49, 13, 13, 13, 31, 18, 171, 65], [23, 713, 11, 8, 4, 8, 9, 16, 57, 151], [68, 11, 412, 85, 103, 85, 126, 52, 35, 23], [25, 18, 59, 339, 52, 237, 140, 58, 24, 48], [31, 14, 122, 52, 452, 59, 133, 107, 22, 8], [8, 6, 59, 147, 58, 541, 68, 74, 17, 22], [9, 17, 54, 43, 61, 43, 725, 20, 9, 19], [20, 10, 29, 57, 70, 104, 30, 632, 14, 34], [83, 65, 6, 14, 10, 11, 6, 14, 715, 76], [24, 153, 12, 17, 4, 13, 31, 15, 59, 672]]"
24,24,0.55946,0.5807,"[[593, 34, 48, 13, 16, 13, 31, 20, 168, 64], [20, 717, 12, 10, 5, 8, 12, 12, 60, 144], [65, 15, 404, 79, 126, 89, 111, 54, 32, 25], [24, 22, 67, 345, 57, 230, 129, 57, 22, 47], [31, 12, 113, 58, 481, 53, 118, 111, 19, 4], [11, 4, 61, 153, 59, 532, 60, 83, 18, 19], [6, 20, 50, 51, 69, 46, 711, 17, 13, 17], [19, 10, 30, 57, 73, 105, 27, 634, 15, 30], [89, 63, 8, 13, 9, 11, 8, 12, 724, 63], [23, 154, 13, 15, 5, 12, 29, 18, 65, 666]]"
25,25,0.56646,0.5832,"[[620, 40, 41, 16, 16, 9, 31, 19, 148, 60], [22, 742, 9, 8, 4, 8, 9, 14, 45, 139], [70, 14, 388, 87, 112, 81, 133, 58, 31, 26], [25, 22, 59, 366, 48, 219, 137, 61, 18, 45], [35, 12, 114, 55, 450, 54, 141, 115, 17, 7], [10, 5, 61, 168, 52, 518, 73, 80, 14, 19], [6, 21, 50, 48, 59, 34, 737, 19, 8, 18], [20, 9, 25, 63, 63, 95, 31, 651, 12, 31], [98, 72, 7, 17, 11, 10, 6, 13, 696, 70], [24, 172, 12, 15, 4, 13, 26, 17, 53, 664]]"
26,26,0.56594,0.5872,"[[629, 33, 47, 15, 14, 9, 27, 16, 154, 56], [25, 714, 8, 9, 5, 11, 8, 13, 66, 141], [68, 14, 416, 99, 110, 74, 109, 53, 33, 24], [27, 20, 62, 394, 52, 203, 119, 52, 22, 49], [35, 13, 127, 67, 470, 52, 112, 94, 22, 8], [13, 4, 59, 191, 57, 515, 55, 71, 19, 16], [9, 18, 56, 58, 63, 39, 714, 17, 12, 14], [23, 9, 27, 73, 72, 104, 27, 612, 12, 41], [92, 55, 7, 16, 8, 8, 8, 9, 732, 65], [25, 154, 13, 13, 3, 12, 28, 10, 66, 676]]"
27,27,0.5718,0.5886,"[[615, 37, 45, 13, 17, 11, 28, 19, 168, 47], [22, 739, 7, 8, 4, 8, 12, 14, 55, 131], [68, 17, 401, 93, 122, 77, 111, 55, 34, 22], [25, 23, 57, 397, 57, 201, 115, 59, 23, 43], [31, 13, 108, 67, 471, 48, 118, 115, 24, 5], [12, 5, 57, 188, 57, 510, 54, 80, 18, 19], [6, 19, 52, 58, 62, 41, 714, 19, 12, 17], [23, 10, 26, 68, 72, 93, 25, 642, 11, 30], [88, 65, 6, 15, 8, 8, 7, 10, 735, 58], [27, 165, 14, 11, 5, 11, 27, 11, 67, 662]]"
28,28,0.57242,0.5955,"[[629, 36, 41, 17, 15, 14, 30, 17, 154, 47], [23, 735, 10, 11, 5, 11, 12, 10, 58, 125], [72, 13, 417, 90, 114, 79, 114, 48, 33, 20], [27, 23, 52, 393, 56, 218, 118, 56, 19, 38], [36, 11, 117, 63, 488, 56, 107, 99, 19, 4], [13, 3, 56, 174, 57, 538, 58, 68, 18, 15], [6, 17, 59, 51, 55, 44, 733, 16, 8, 11], [23, 9, 23, 63, 76, 109, 26, 634, 10, 27], [90, 64, 7, 15, 11, 11, 7, 10, 727, 58], [25, 161, 13, 16, 4, 13, 30, 14, 63, 661]]"
29,29,0.5761,0.5938,"[[644, 35, 39, 13, 17, 11, 29, 19, 142, 51], [25, 736, 6, 11, 4, 8, 10, 14, 57, 129], [68, 14, 375, 100, 124, 74, 126, 64, 35, 20], [27, 23, 48, 409, 51, 203, 117, 61, 20, 41], [33, 12, 101, 65, 470, 47, 120, 127, 19, 6], [12, 3, 54, 188, 51, 507, 66, 85, 18, 16], [8, 17, 42, 56, 60, 37, 738, 19, 7, 16], [22, 10, 21, 66, 63, 88, 25, 665, 10, 30], [98, 63, 7, 15, 11, 10, 7, 10, 716, 63], [22, 158, 11, 16, 4, 10, 24, 15, 62, 678]]"
30,30,0.57726,0.5996,"[[657, 36, 33, 16, 14, 10, 29, 12, 146, 47], [25, 750, 7, 8, 5, 9, 11, 9, 54, 122], [76, 14, 394, 94, 115, 73, 126, 50, 36, 22], [26, 22, 49, 410, 46, 201, 129, 49, 24, 44], [33, 12, 107, 64, 456, 53, 139, 108, 22, 6], [15, 4, 57, 175, 47, 532, 68, 68, 18, 16], [7, 19, 44, 51, 50, 37, 750, 16, 10, 16], [25, 9, 25, 68, 62, 100, 29, 637, 12, 33], [88, 67, 6, 15, 10, 10, 8, 7, 726, 63], [23, 167, 13, 12, 2, 11, 24, 12, 52, 684]]"
31,31,0.58352,0.6005,"[[655, 39, 39, 14, 15, 10, 26, 13, 150, 39], [27, 755, 7, 9, 4, 10, 13, 10, 60, 105], [73, 13, 409, 86, 122, 75, 117, 51, 34, 20], [24, 23, 57, 386, 56, 213, 122, 56, 23, 40], [34, 12, 113, 58, 484, 55, 120, 97, 21, 6], [13, 4, 59, 175, 57, 527, 65, 68, 17, 15], [11, 18, 51, 50, 54, 40, 741, 13, 11, 11], [26, 8, 27, 64, 64, 95, 23, 652, 12, 29], [86, 67, 8, 18, 8, 8, 8, 8, 735, 54], [26, 174, 14, 12, 4, 11, 24, 12, 62, 661]]"
32,32,0.58584,0.6034,"[[650, 35, 35, 17, 16, 12, 31, 14, 137, 53], [25, 739, 7, 8, 6, 9, 13, 12, 56, 125], [70, 14, 407, 96, 114, 70, 125, 50, 32, 22], [24, 23, 47, 425, 54, 195, 115, 57, 20, 40], [31, 12, 103, 66, 482, 51, 118, 110, 21, 6], [13, 4, 50, 200, 55, 504, 64, 77, 17, 16], [9, 16, 48, 56, 52, 40, 747, 11, 8, 13], [24, 8, 27, 70, 62, 87, 23, 651, 12, 36], [90, 58, 7, 17, 12, 9, 9, 8, 728, 62], [23, 138, 12, 16, 3, 12, 22, 14, 59, 701]]"
33,33,0.5858,0.6024,"[[641, 37, 50, 14, 13, 12, 33, 13, 147, 40], [27, 759, 6, 8, 6, 9, 13, 11, 51, 110], [61, 16, 445, 75, 109, 71, 129, 43, 31, 20], [22, 24, 59, 375, 60, 211, 139, 49, 22, 39], [30, 10, 120, 59, 482, 45, 131, 99, 18, 6], [11, 5, 62, 164, 59, 529, 73, 67, 17, 13], [8, 19, 50, 46, 47, 34, 765, 13, 8, 10], [26, 7, 30, 68, 62, 96, 29, 644, 11, 27], [88, 64, 8, 15, 11, 11, 9, 9, 731, 54], [29, 169, 14, 17, 5, 13, 26, 13, 61, 653]]"
34,34,0.58816,0.6057,"[[626, 36, 40, 18, 20, 16, 25, 18, 153, 48], [22, 732, 10, 9, 6, 10, 13, 10, 60, 128], [67, 12, 406, 91, 130, 84, 110, 48, 31, 21], [21, 21, 45, 413, 68, 219, 98, 57, 19, 39], [28, 10, 97, 65, 519, 58, 102, 101, 15, 5], [11, 4, 48, 181, 58, 547, 55, 68, 14, 14], [7, 14, 48, 60, 61, 46, 732, 13, 5, 14], [21, 6, 26, 67, 70, 98, 20, 651, 10, 31], [82, 57, 8, 20, 16, 12, 7, 9, 733, 56], [20, 136, 13, 18, 5, 13, 22, 14, 61, 698]]"
35,35,0.59004,0.6061,"[[642, 35, 43, 14, 16, 12, 28, 16, 144, 50], [24, 751, 7, 8, 5, 9, 15, 10, 55, 116], [72, 13, 423, 80, 113, 78, 124, 46, 30, 21], [25, 24, 48, 374, 60, 223, 129, 56, 21, 40], [34, 9, 102, 59, 493, 53, 122, 102, 20, 6], [14, 5, 48, 161, 53, 548, 68, 73, 15, 15], [10, 16, 47, 48, 50, 37, 758, 13, 10, 11], [25, 7, 28, 66, 62, 94, 23, 653, 10, 32], [88, 63, 6, 18, 12, 11, 11, 8, 725, 58], [21, 153, 12, 11, 3, 11, 24, 13, 58, 694]]"
36,36,0.59522,0.6077,"[[634, 37, 41, 18, 14, 13, 26, 16, 152, 49], [24, 727, 8, 8, 6, 9, 11, 10, 67, 130], [72, 13, 445, 95, 104, 70, 103, 42, 34, 22], [23, 24, 53, 409, 53, 226, 95, 53, 24, 40], [36, 9, 104, 66, 489, 60, 109, 102, 20, 5], [13, 6, 56, 175, 46, 547, 55, 69, 17, 16], [6, 19, 56, 61, 53, 39, 727, 17, 11, 11], [24, 7, 30, 72, 60, 92, 21, 647, 11, 36], [77, 57, 7, 17, 13, 10, 8, 10, 745, 56], [23, 133, 14, 17, 3, 11, 18, 12, 62, 707]]"
37,37,0.59412,0.6126,"[[635, 37, 43, 20, 16, 12, 25, 22, 144, 46], [24, 745, 7, 6, 6, 9, 12, 13, 50, 128], [68, 14, 426, 91, 117, 81, 105, 47, 32, 19], [22, 22, 50, 414, 60, 222, 95, 56, 20, 39], [29, 8, 100, 64, 509, 58, 100, 110, 18, 4], [9, 4, 50, 182, 56, 548, 52, 71, 14, 14], [7, 16, 53, 63, 55, 42, 728, 15, 10, 11], [19, 8, 26, 64, 62, 95, 21, 668, 11, 26], [81, 58, 9, 16, 13, 10, 8, 12, 737, 56], [23, 131, 11, 17, 4, 12, 18, 13, 55, 716]]"
38,38,0.59808,0.6168,"[[647, 36, 45, 19, 15, 11, 25, 17, 138, 47], [21, 749, 8, 7, 3, 9, 15, 11, 53, 124], [68, 15, 447, 82, 110, 74, 111, 44, 29, 20], [22, 19, 58, 414, 56, 215, 102, 54, 21, 39], [32, 9, 99, 64, 506, 57, 108, 102, 18, 5], [11, 4, 50, 168, 53, 561, 58, 64, 15, 16], [10, 14, 54, 59, 44, 38, 746, 16, 8, 11], [21, 6, 23, 69, 65, 99, 23, 651, 11, 32], [82, 61, 8, 15, 12, 16, 9, 7, 731, 59], [21, 131, 12, 16, 3, 11, 19, 17, 54, 716]]"
39,39,0.59806,0.6118,"[[632, 35, 33, 17, 15, 11, 28, 17, 160, 52], [21, 743, 6, 7, 4, 7, 14, 10, 62, 126], [75, 16, 414, 82, 106, 71, 133, 45, 35, 23], [21, 21, 39, 413, 55, 206, 123, 50, 24, 48], [35, 10, 99, 64, 480, 58, 130, 95, 21, 8], [11, 5, 48, 182, 48, 544, 65, 63, 14, 20], [13, 17, 40, 54, 32, 31, 779, 10, 12, 12], [21, 6, 21, 71, 64, 95, 25, 643, 14, 40], [70, 62, 8, 14, 11, 8, 10, 8, 751, 58], [22, 132, 10, 15, 0, 9, 22, 13, 58, 719]]"
40,40,0.59814,0.6147,"[[631, 35, 38, 18, 19, 11, 25, 17, 159, 47], [21, 736, 8, 7, 4, 7, 14, 12, 64, 127], [74, 15, 448, 79, 122, 63, 110, 37, 31, 21], [23, 23, 54, 399, 70, 201, 120, 47, 22, 41], [30, 8, 98, 55, 522, 56, 119, 91, 18, 3], [12, 5, 50, 187, 60, 533, 66, 58, 13, 16], [10, 14, 56, 53, 50, 31, 755, 11, 11, 9], [20, 7, 29, 70, 73, 89, 22, 645, 12, 33], [66, 57, 8, 17, 13, 6, 12, 7, 759, 55], [24, 124, 13, 14, 4, 10, 20, 10, 62, 719]]"
41,41,0.60262,0.6153,"[[649, 33, 44, 22, 16, 12, 29, 19, 138, 38], [24, 749, 7, 9, 3, 10, 16, 12, 56, 114], [72, 11, 448, 85, 109, 75, 108, 43, 32, 17], [23, 18, 55, 413, 59, 215, 118, 50, 20, 29], [30, 7, 106, 60, 503, 61, 111, 105, 15, 2], [12, 3, 53, 193, 52, 537, 61, 67, 12, 10], [9, 15, 55, 63, 44, 37, 748, 13, 7, 9], [22, 4, 25, 69, 64, 89, 25, 675, 10, 17], [85, 57, 8, 23, 12, 9, 11, 12, 736, 47], [27, 132, 12, 19, 2, 13, 23, 19, 58, 695]]"
