,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.4263,"[[353, 32, 70, 35, 148, 25, 26, 31, 261, 19], [33, 526, 19, 40, 52, 41, 46, 32, 121, 90], [41, 5, 189, 89, 345, 142, 101, 64, 14, 10], [7, 14, 54, 313, 153, 218, 172, 44, 7, 18], [18, 5, 51, 77, 528, 61, 129, 112, 14, 5], [5, 12, 57, 209, 127, 416, 80, 77, 9, 8], [2, 3, 25, 107, 250, 32, 528, 36, 6, 11], [8, 12, 31, 66, 152, 136, 50, 510, 8, 27], [79, 58, 38, 48, 99, 14, 29, 8, 604, 23], [36, 158, 27, 68, 62, 34, 50, 79, 190, 296]]"
1,1,10,10,0.4297,"[[389, 43, 103, 27, 139, 19, 24, 24, 217, 15], [47, 575, 36, 38, 48, 29, 37, 22, 112, 56], [41, 10, 274, 77, 372, 88, 76, 45, 12, 5], [8, 25, 105, 342, 164, 164, 137, 35, 6, 14], [20, 8, 82, 70, 584, 37, 83, 100, 13, 3], [4, 14, 107, 230, 142, 355, 69, 62, 8, 9], [2, 8, 44, 116, 279, 24, 488, 22, 8, 9], [11, 20, 57, 68, 184, 110, 37, 486, 6, 21], [109, 69, 50, 44, 98, 12, 19, 6, 571, 22], [44, 223, 50, 63, 66, 27, 45, 58, 191, 233]]"
2,2,10,10,0.4474,"[[308, 41, 107, 34, 130, 18, 41, 23, 271, 27], [25, 571, 29, 32, 26, 18, 56, 21, 118, 104], [35, 6, 265, 74, 349, 91, 112, 40, 19, 9], [5, 15, 92, 319, 143, 148, 208, 44, 8, 18], [16, 10, 65, 53, 561, 42, 130, 103, 13, 7], [2, 11, 83, 217, 136, 351, 105, 76, 7, 12], [1, 3, 28, 77, 218, 25, 605, 24, 7, 12], [8, 11, 44, 63, 159, 99, 60, 511, 7, 38], [55, 66, 45, 45, 81, 7, 29, 7, 636, 29], [28, 201, 38, 46, 48, 21, 64, 47, 160, 347]]"
3,3,10,10,0.4496,"[[352, 44, 99, 36, 133, 17, 36, 19, 245, 19], [29, 615, 23, 36, 31, 23, 48, 16, 118, 61], [37, 10, 256, 74, 362, 91, 108, 34, 22, 6], [9, 18, 82, 301, 164, 160, 205, 39, 6, 16], [16, 11, 63, 47, 588, 42, 117, 97, 14, 5], [3, 16, 80, 199, 164, 357, 100, 67, 8, 6], [2, 9, 28, 79, 241, 24, 584, 19, 6, 8], [8, 14, 40, 56, 173, 101, 55, 520, 9, 24], [70, 76, 41, 40, 81, 9, 24, 5, 629, 25], [31, 257, 33, 53, 46, 18, 49, 55, 164, 294]]"
4,4,10,10,0.4708,"[[415, 38, 75, 31, 117, 11, 39, 26, 218, 30], [50, 605, 17, 33, 30, 20, 42, 21, 87, 95], [45, 8, 274, 63, 340, 76, 114, 50, 19, 11], [9, 16, 87, 310, 160, 142, 202, 48, 7, 19], [22, 5, 63, 44, 601, 30, 103, 115, 9, 8], [5, 13, 82, 197, 157, 350, 92, 86, 8, 10], [2, 5, 38, 68, 222, 16, 611, 21, 7, 10], [8, 10, 33, 57, 151, 91, 47, 574, 7, 22], [101, 73, 31, 36, 76, 8, 19, 7, 617, 32], [46, 226, 31, 39, 41, 17, 54, 61, 134, 351]]"
5,5,10,10,0.46,"[[331, 34, 93, 35, 135, 9, 46, 20, 272, 25], [29, 627, 25, 30, 24, 16, 51, 14, 111, 73], [34, 9, 285, 64, 348, 72, 121, 37, 26, 4], [5, 15, 82, 307, 172, 136, 213, 45, 9, 16], [16, 7, 62, 42, 629, 24, 97, 102, 14, 7], [3, 14, 81, 216, 180, 312, 103, 81, 8, 2], [2, 7, 43, 60, 244, 11, 600, 20, 6, 7], [9, 11, 45, 57, 173, 83, 54, 541, 8, 19], [58, 70, 38, 38, 77, 7, 23, 3, 659, 27], [23, 250, 39, 41, 44, 15, 60, 55, 164, 309]]"
6,6,10,10,0.472,"[[361, 35, 84, 47, 111, 13, 38, 20, 270, 21], [33, 600, 30, 43, 23, 24, 41, 17, 119, 70], [40, 10, 299, 80, 313, 87, 102, 40, 21, 8], [8, 14, 78, 384, 142, 148, 163, 41, 8, 14], [20, 7, 66, 59, 596, 35, 82, 118, 13, 4], [6, 13, 84, 243, 136, 351, 82, 73, 6, 6], [2, 6, 43, 96, 215, 21, 585, 17, 6, 9], [9, 12, 41, 69, 144, 103, 37, 564, 6, 15], [53, 62, 40, 56, 60, 9, 15, 4, 680, 21], [32, 241, 39, 60, 34, 21, 58, 51, 164, 300]]"
7,7,10,10,0.497,"[[390, 34, 58, 43, 65, 3, 37, 21, 294, 55], [25, 605, 10, 32, 11, 9, 26, 17, 111, 154], [57, 10, 280, 99, 283, 62, 125, 41, 29, 14], [11, 16, 69, 414, 122, 105, 184, 41, 15, 23], [27, 7, 60, 72, 562, 22, 107, 118, 16, 9], [6, 10, 84, 288, 125, 299, 97, 64, 10, 17], [2, 6, 39, 85, 187, 13, 628, 14, 9, 17], [14, 9, 34, 85, 126, 76, 49, 565, 10, 32], [60, 58, 17, 41, 38, 7, 12, 5, 719, 43], [32, 156, 21, 45, 16, 8, 37, 37, 140, 508]]"
8,8,10,10,0.4912,"[[377, 33, 97, 39, 71, 9, 42, 19, 284, 29], [29, 611, 21, 26, 16, 15, 46, 17, 129, 90], [42, 8, 368, 78, 247, 71, 120, 31, 25, 10], [10, 16, 100, 334, 126, 153, 190, 43, 12, 16], [21, 8, 97, 55, 568, 27, 97, 103, 19, 5], [4, 11, 106, 213, 124, 363, 100, 59, 11, 9], [2, 5, 61, 63, 183, 17, 639, 12, 9, 9], [15, 9, 48, 61, 142, 97, 47, 559, 7, 15], [55, 62, 35, 41, 38, 11, 19, 3, 719, 17], [33, 214, 35, 40, 26, 15, 52, 42, 169, 374]]"
9,9,10,10,0.4965,"[[424, 31, 80, 32, 76, 11, 36, 21, 261, 28], [50, 599, 29, 21, 21, 21, 34, 17, 119, 89], [49, 7, 398, 67, 239, 68, 111, 28, 25, 8], [9, 16, 106, 342, 129, 146, 195, 25, 16, 16], [28, 8, 87, 62, 591, 19, 93, 92, 16, 4], [7, 11, 120, 226, 135, 336, 102, 45, 11, 7], [3, 8, 66, 59, 184, 14, 639, 11, 9, 7], [15, 8, 51, 59, 150, 93, 47, 549, 13, 15], [66, 53, 31, 39, 41, 12, 13, 3, 720, 22], [54, 195, 37, 58, 25, 10, 47, 36, 171, 367]]"
