,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1000, 0, 0, 0, 0, 0, 0, 0]]"
1,1,0.10194,0.1021,"[[0, 0, 989, 0, 0, 0, 0, 0, 11, 0], [0, 0, 947, 0, 0, 0, 0, 0, 53, 0], [0, 0, 992, 0, 0, 0, 0, 0, 8, 0], [0, 0, 990, 0, 0, 0, 0, 0, 10, 0], [0, 0, 994, 0, 0, 0, 0, 0, 6, 0], [0, 0, 993, 0, 0, 0, 0, 0, 7, 0], [0, 0, 991, 0, 0, 0, 0, 0, 9, 0], [0, 0, 988, 0, 0, 0, 0, 0, 12, 0], [0, 0, 971, 0, 0, 0, 0, 0, 29, 0], [0, 0, 992, 0, 0, 0, 0, 0, 8, 0]]"
2,2,0.13254,0.1417,"[[459, 0, 17, 0, 0, 0, 0, 0, 516, 8], [150, 0, 34, 0, 0, 3, 0, 5, 784, 24], [354, 0, 62, 0, 1, 2, 0, 3, 568, 10], [264, 0, 131, 0, 5, 4, 0, 16, 565, 15], [237, 0, 129, 0, 1, 5, 0, 8, 617, 3], [244, 0, 94, 0, 1, 7, 0, 12, 628, 14], [207, 0, 88, 0, 1, 5, 0, 3, 686, 10], [360, 0, 110, 0, 2, 4, 0, 6, 488, 30], [114, 0, 23, 0, 0, 4, 0, 0, 840, 19], [218, 0, 21, 0, 0, 0, 0, 1, 718, 42]]"
3,3,0.21766,0.2274,"[[515, 6, 90, 2, 1, 57, 9, 34, 193, 93], [217, 26, 79, 0, 2, 120, 41, 32, 347, 136], [251, 2, 289, 3, 16, 184, 103, 41, 65, 46], [169, 2, 219, 14, 27, 314, 78, 83, 37, 57], [142, 2, 272, 0, 18, 191, 230, 61, 32, 52], [194, 1, 201, 12, 26, 340, 71, 78, 46, 31], [103, 3, 253, 1, 22, 249, 239, 68, 24, 38], [161, 9, 165, 4, 28, 167, 75, 140, 89, 162], [284, 7, 48, 0, 1, 125, 3, 6, 375, 151], [245, 2, 71, 1, 5, 44, 22, 49, 243, 318]]"
4,4,0.2563,0.2704,"[[347, 52, 43, 1, 0, 33, 61, 69, 254, 140], [87, 214, 19, 1, 0, 84, 149, 61, 249, 136], [105, 44, 70, 3, 0, 108, 476, 84, 54, 56], [26, 31, 63, 2, 0, 224, 419, 137, 29, 69], [50, 11, 37, 3, 0, 79, 665, 68, 20, 67], [28, 36, 65, 7, 0, 273, 405, 95, 49, 42], [10, 11, 25, 3, 0, 80, 749, 85, 5, 32], [28, 52, 48, 7, 0, 101, 337, 229, 34, 164], [119, 59, 28, 0, 0, 76, 34, 35, 451, 198], [72, 61, 24, 1, 0, 28, 127, 100, 218, 369]]"
5,5,0.2693,0.2893,"[[531, 37, 4, 3, 3, 49, 35, 51, 204, 83], [148, 182, 3, 2, 4, 88, 104, 58, 283, 128], [186, 37, 29, 19, 37, 197, 313, 88, 44, 50], [97, 18, 23, 28, 25, 322, 247, 137, 46, 57], [95, 5, 9, 18, 54, 154, 495, 86, 39, 45], [101, 22, 17, 17, 39, 369, 235, 101, 66, 33], [33, 11, 12, 16, 21, 134, 629, 100, 14, 30], [78, 37, 14, 29, 47, 158, 173, 253, 56, 155], [231, 37, 2, 2, 1, 80, 13, 23, 474, 137], [125, 39, 4, 6, 1, 44, 87, 78, 272, 344]]"
6,6,0.29114,0.311,"[[489, 39, 21, 1, 7, 56, 34, 43, 238, 72], [128, 248, 6, 0, 5, 74, 107, 39, 249, 144], [137, 52, 74, 2, 70, 205, 283, 69, 57, 51], [68, 25, 46, 15, 45, 343, 238, 104, 55, 61], [72, 5, 40, 7, 126, 164, 434, 69, 36, 47], [47, 23, 43, 7, 61, 407, 219, 83, 77, 33], [21, 14, 28, 7, 51, 139, 618, 68, 20, 34], [61, 43, 33, 16, 79, 175, 146, 229, 60, 158], [166, 52, 5, 1, 2, 75, 14, 21, 549, 115], [110, 52, 7, 5, 4, 42, 88, 44, 293, 355]]"
7,7,0.31344,0.3424,"[[486, 43, 34, 5, 9, 41, 29, 51, 237, 65], [96, 316, 5, 1, 11, 57, 96, 44, 191, 183], [121, 48, 128, 8, 148, 168, 212, 76, 57, 34], [66, 25, 67, 28, 81, 302, 213, 119, 49, 50], [79, 6, 63, 10, 242, 132, 320, 84, 35, 29], [38, 18, 75, 13, 86, 390, 197, 91, 67, 25], [10, 11, 50, 12, 109, 118, 574, 63, 24, 29], [55, 39, 42, 22, 112, 144, 116, 313, 55, 102], [161, 64, 7, 0, 2, 61, 17, 27, 548, 113], [90, 67, 7, 5, 9, 35, 85, 55, 248, 399]]"
8,8,0.33454,0.3601,"[[476, 59, 26, 6, 8, 31, 31, 51, 255, 57], [57, 443, 1, 1, 9, 28, 79, 25, 164, 193], [117, 60, 137, 21, 121, 131, 226, 94, 61, 32], [53, 50, 58, 28, 55, 266, 240, 124, 61, 65], [69, 23, 65, 15, 218, 100, 326, 113, 46, 25], [37, 43, 69, 19, 60, 372, 208, 98, 60, 34], [9, 21, 43, 19, 93, 93, 593, 66, 23, 40], [49, 65, 31, 26, 87, 115, 122, 353, 55, 97], [135, 96, 4, 1, 4, 45, 14, 26, 572, 103], [63, 134, 6, 7, 5, 17, 82, 45, 232, 409]]"
9,9,0.34922,0.3792,"[[430, 56, 41, 9, 7, 38, 23, 57, 280, 59], [32, 478, 5, 3, 5, 38, 75, 25, 152, 187], [95, 52, 215, 28, 68, 154, 228, 84, 51, 25], [40, 39, 86, 51, 40, 281, 234, 112, 47, 70], [61, 21, 101, 24, 174, 101, 331, 120, 42, 25], [28, 28, 98, 25, 37, 420, 199, 94, 42, 29], [6, 14, 74, 27, 58, 96, 598, 62, 19, 46], [37, 49, 32, 26, 73, 131, 119, 403, 46, 84], [102, 98, 11, 5, 3, 51, 14, 24, 598, 94], [36, 145, 7, 6, 6, 25, 74, 48, 228, 425]]"
10,10,0.3609,0.3966,"[[482, 56, 55, 12, 6, 40, 29, 64, 176, 80], [39, 484, 10, 7, 4, 37, 69, 37, 87, 226], [85, 42, 235, 42, 41, 165, 222, 108, 34, 26], [36, 31, 72, 61, 27, 319, 243, 130, 21, 60], [56, 22, 96, 35, 154, 104, 314, 168, 28, 23], [25, 19, 70, 33, 30, 461, 183, 126, 26, 27], [4, 11, 74, 41, 46, 109, 603, 66, 12, 34], [35, 38, 30, 30, 46, 133, 112, 486, 17, 73], [168, 97, 13, 10, 5, 47, 12, 32, 501, 115], [46, 145, 7, 12, 4, 29, 76, 55, 127, 499]]"
11,11,0.37748,0.4101,"[[478, 56, 54, 9, 10, 25, 26, 43, 249, 50], [32, 537, 9, 6, 5, 24, 41, 25, 122, 199], [88, 45, 266, 33, 54, 145, 192, 110, 44, 23], [44, 36, 98, 86, 22, 262, 225, 126, 41, 60], [68, 31, 132, 35, 186, 65, 271, 151, 43, 18], [32, 24, 90, 40, 31, 429, 162, 130, 33, 29], [6, 13, 94, 46, 62, 88, 572, 64, 15, 40], [43, 42, 29, 27, 53, 111, 97, 492, 41, 65], [132, 98, 13, 10, 6, 28, 13, 23, 600, 77], [39, 171, 6, 14, 5, 22, 57, 45, 186, 455]]"
12,12,0.3868,0.4208,"[[440, 53, 77, 5, 19, 40, 33, 51, 227, 55], [20, 531, 16, 7, 10, 34, 51, 34, 108, 189], [68, 23, 286, 35, 77, 155, 205, 101, 36, 14], [25, 25, 93, 102, 41, 294, 235, 107, 29, 49], [46, 25, 116, 46, 247, 63, 271, 139, 30, 17], [15, 16, 92, 62, 43, 436, 170, 117, 26, 23], [2, 10, 77, 51, 87, 82, 598, 50, 11, 32], [29, 29, 25, 33, 75, 127, 94, 504, 25, 59], [116, 89, 20, 14, 11, 34, 16, 27, 604, 69], [30, 163, 12, 13, 7, 32, 73, 45, 165, 460]]"
13,13,0.39482,0.4301,"[[491, 80, 55, 8, 11, 23, 31, 42, 210, 49], [26, 623, 8, 5, 6, 18, 39, 23, 86, 166], [77, 47, 286, 35, 51, 121, 226, 94, 37, 26], [36, 43, 74, 99, 28, 246, 261, 107, 37, 69], [64, 36, 101, 34, 179, 47, 334, 145, 44, 16], [32, 30, 81, 55, 23, 398, 205, 111, 28, 37], [7, 16, 67, 32, 42, 68, 663, 52, 16, 37], [39, 53, 34, 31, 39, 93, 119, 495, 31, 66], [130, 114, 12, 11, 5, 19, 14, 21, 610, 64], [42, 231, 10, 12, 4, 19, 53, 42, 130, 457]]"
14,14,0.40434,0.4415,"[[426, 68, 115, 4, 27, 28, 32, 45, 179, 76], [28, 562, 18, 8, 12, 26, 33, 35, 70, 208], [46, 25, 359, 33, 101, 117, 179, 90, 28, 22], [17, 27, 108, 103, 58, 252, 250, 109, 23, 53], [36, 31, 147, 24, 304, 44, 234, 130, 32, 18], [11, 17, 105, 62, 68, 403, 172, 116, 22, 24], [2, 7, 75, 30, 114, 56, 640, 45, 8, 23], [21, 32, 43, 26, 90, 94, 97, 519, 18, 60], [118, 96, 18, 10, 16, 26, 22, 26, 568, 100], [24, 184, 15, 15, 9, 22, 71, 42, 87, 531]]"
15,15,0.4106,0.4513,"[[511, 70, 54, 4, 26, 16, 24, 47, 193, 55], [32, 590, 10, 4, 9, 20, 29, 34, 86, 186], [86, 34, 307, 20, 110, 116, 165, 108, 34, 20], [42, 28, 76, 79, 71, 273, 212, 125, 29, 65], [62, 28, 105, 13, 324, 54, 214, 147, 33, 20], [27, 21, 79, 43, 58, 411, 147, 160, 22, 32], [7, 9, 61, 19, 113, 66, 628, 57, 14, 26], [42, 37, 29, 19, 78, 81, 80, 544, 27, 63], [120, 106, 14, 5, 15, 20, 15, 24, 613, 68], [33, 200, 12, 12, 12, 19, 48, 42, 116, 506]]"
16,16,0.41054,0.4506,"[[496, 89, 76, 9, 29, 16, 32, 26, 177, 50], [44, 667, 8, 6, 6, 19, 22, 22, 72, 134], [77, 40, 335, 29, 102, 108, 170, 80, 35, 24], [34, 43, 86, 107, 66, 251, 240, 78, 32, 63], [58, 38, 123, 21, 304, 41, 248, 114, 32, 21], [22, 30, 84, 57, 59, 399, 177, 119, 25, 28], [6, 15, 71, 20, 98, 57, 659, 34, 16, 24], [44, 46, 35, 26, 82, 93, 94, 484, 30, 66], [134, 115, 13, 7, 13, 20, 17, 14, 594, 73], [40, 265, 9, 11, 9, 25, 48, 27, 105, 461]]"
17,17,0.42102,0.4545,"[[455, 71, 67, 13, 28, 18, 33, 36, 218, 61], [26, 616, 11, 8, 7, 22, 19, 25, 94, 172], [63, 29, 312, 42, 116, 105, 180, 92, 36, 25], [33, 40, 66, 112, 68, 263, 235, 79, 32, 72], [47, 29, 95, 29, 319, 47, 251, 122, 35, 26], [21, 22, 71, 81, 58, 411, 165, 112, 21, 38], [6, 12, 56, 29, 97, 57, 670, 32, 13, 28], [36, 34, 30, 32, 75, 108, 88, 504, 26, 67], [92, 100, 12, 11, 16, 26, 18, 14, 631, 80], [24, 208, 11, 18, 9, 27, 42, 32, 114, 515]]"
18,18,0.42594,0.4589,"[[509, 77, 70, 22, 31, 12, 22, 34, 168, 55], [51, 652, 12, 8, 7, 20, 10, 25, 69, 146], [78, 30, 326, 66, 104, 122, 129, 87, 31, 27], [34, 41, 63, 221, 57, 243, 164, 77, 27, 73], [57, 31, 118, 56, 295, 55, 184, 145, 33, 26], [21, 23, 75, 145, 49, 408, 100, 119, 18, 42], [6, 19, 59, 75, 104, 71, 577, 42, 14, 33], [49, 35, 28, 48, 59, 107, 60, 527, 19, 68], [146, 108, 9, 16, 14, 19, 11, 17, 589, 71], [46, 253, 10, 29, 9, 24, 23, 33, 88, 485]]"
19,19,0.4236,0.4626,"[[486, 95, 64, 12, 25, 12, 31, 22, 199, 54], [31, 680, 7, 2, 5, 13, 16, 16, 83, 147], [82, 35, 294, 37, 144, 91, 170, 76, 37, 34], [31, 45, 72, 141, 71, 209, 234, 73, 42, 82], [55, 41, 88, 25, 350, 30, 240, 110, 35, 26], [25, 27, 80, 93, 67, 374, 150, 99, 32, 53], [7, 18, 51, 28, 106, 37, 680, 28, 19, 26], [55, 46, 29, 29, 75, 85, 81, 491, 36, 73], [103, 123, 12, 8, 15, 11, 11, 8, 636, 73], [27, 253, 11, 16, 8, 18, 32, 23, 118, 494]]"
20,20,0.42412,0.4609,"[[576, 83, 45, 16, 19, 8, 23, 19, 151, 60], [51, 655, 4, 4, 3, 13, 8, 14, 74, 174], [105, 39, 338, 53, 71, 122, 128, 74, 36, 34], [57, 46, 58, 185, 43, 256, 171, 59, 37, 88], [76, 43, 127, 46, 246, 54, 199, 137, 37, 35], [38, 28, 78, 102, 32, 422, 118, 94, 25, 63], [18, 28, 67, 50, 63, 68, 596, 37, 26, 47], [73, 47, 29, 49, 50, 88, 60, 478, 24, 102], [162, 115, 8, 10, 9, 16, 11, 4, 582, 83], [49, 221, 9, 21, 5, 21, 19, 23, 101, 531]]"
21,21,0.4319,0.4725,"[[485, 74, 42, 22, 25, 9, 28, 33, 220, 62], [35, 617, 9, 10, 6, 19, 12, 25, 97, 170], [84, 32, 289, 70, 125, 98, 148, 91, 36, 27], [37, 33, 46, 225, 62, 225, 177, 83, 35, 77], [58, 33, 90, 57, 331, 40, 201, 125, 39, 26], [20, 19, 64, 125, 49, 418, 129, 108, 26, 42], [9, 17, 50, 70, 97, 48, 629, 31, 17, 32], [42, 32, 23, 48, 65, 94, 65, 534, 25, 72], [95, 90, 10, 13, 10, 14, 13, 11, 658, 86], [21, 197, 10, 26, 7, 22, 27, 37, 114, 539]]"
22,22,0.43278,0.4719,"[[523, 84, 40, 14, 22, 10, 29, 29, 184, 65], [40, 649, 12, 8, 3, 16, 13, 17, 79, 163], [95, 38, 317, 58, 86, 97, 147, 96, 38, 28], [38, 42, 62, 194, 48, 231, 173, 91, 39, 82], [60, 36, 127, 40, 277, 46, 204, 146, 38, 26], [19, 26, 69, 110, 37, 419, 121, 120, 31, 48], [8, 25, 59, 54, 62, 50, 646, 46, 21, 29], [57, 44, 27, 35, 53, 85, 61, 541, 29, 68], [125, 113, 10, 9, 9, 11, 14, 9, 615, 85], [33, 211, 13, 23, 6, 25, 19, 32, 100, 538]]"
23,23,0.4356,0.4734,"[[489, 63, 36, 24, 29, 11, 30, 29, 225, 64], [38, 585, 12, 10, 6, 18, 14, 17, 112, 188], [84, 31, 286, 81, 118, 114, 144, 76, 38, 28], [34, 36, 47, 252, 60, 238, 171, 59, 29, 74], [49, 31, 105, 54, 321, 53, 205, 117, 39, 26], [22, 18, 54, 149, 39, 437, 125, 87, 25, 44], [7, 21, 46, 72, 88, 52, 636, 26, 19, 33], [43, 36, 23, 55, 67, 91, 67, 508, 26, 84], [76, 88, 9, 16, 14, 16, 11, 8, 680, 82], [22, 199, 12, 33, 7, 22, 20, 26, 119, 540]]"
24,24,0.43614,0.4694,"[[509, 86, 44, 14, 22, 8, 29, 31, 179, 78], [39, 649, 7, 9, 3, 18, 11, 17, 74, 173], [81, 38, 297, 58, 106, 115, 151, 87, 36, 31], [35, 43, 57, 184, 44, 275, 161, 85, 29, 87], [53, 33, 96, 43, 277, 63, 213, 149, 39, 34], [17, 26, 61, 114, 33, 441, 116, 115, 24, 53], [10, 25, 43, 59, 65, 60, 633, 40, 19, 46], [45, 45, 24, 46, 47, 75, 61, 538, 27, 92], [107, 119, 9, 11, 10, 15, 13, 8, 611, 97], [20, 231, 13, 24, 5, 26, 12, 25, 89, 555]]"
25,25,0.43538,0.4706,"[[530, 57, 41, 27, 28, 10, 24, 28, 194, 61], [57, 557, 13, 13, 8, 21, 10, 21, 108, 192], [94, 29, 317, 78, 102, 124, 114, 80, 38, 24], [42, 31, 46, 278, 49, 252, 128, 76, 28, 70], [55, 21, 132, 65, 302, 63, 163, 137, 40, 22], [26, 12, 63, 168, 25, 446, 88, 103, 27, 42], [15, 15, 72, 99, 79, 69, 556, 39, 27, 29], [51, 32, 28, 63, 53, 89, 51, 547, 25, 61], [112, 81, 11, 17, 19, 14, 12, 8, 650, 76], [31, 187, 13, 32, 7, 32, 21, 32, 122, 523]]"
26,26,0.44084,0.4767,"[[511, 71, 65, 22, 22, 13, 25, 30, 169, 72], [29, 640, 17, 11, 3, 20, 9, 17, 64, 190], [75, 32, 366, 75, 119, 91, 107, 71, 34, 30], [26, 36, 81, 278, 46, 224, 138, 63, 27, 81], [52, 31, 159, 54, 307, 50, 161, 118, 37, 31], [17, 18, 100, 161, 33, 411, 94, 89, 18, 59], [4, 25, 73, 89, 88, 47, 575, 32, 19, 48], [35, 39, 44, 62, 52, 79, 53, 528, 23, 85], [111, 119, 18, 17, 14, 12, 8, 11, 601, 89], [32, 201, 17, 28, 4, 26, 13, 29, 100, 550]]"
27,27,0.44314,0.4751,"[[514, 83, 37, 20, 36, 14, 29, 30, 181, 56], [33, 655, 12, 10, 9, 22, 15, 23, 85, 136], [80, 34, 279, 56, 154, 110, 149, 81, 36, 21], [37, 34, 51, 204, 77, 265, 174, 70, 28, 60], [46, 28, 100, 33, 357, 59, 208, 116, 31, 22], [23, 17, 65, 118, 50, 450, 116, 106, 23, 32], [12, 21, 39, 49, 102, 55, 647, 34, 16, 25], [46, 31, 26, 44, 90, 90, 60, 530, 21, 62], [99, 107, 9, 12, 18, 18, 16, 10, 626, 85], [28, 242, 14, 22, 10, 34, 27, 35, 99, 489]]"
28,28,0.44106,0.4739,"[[520, 73, 47, 20, 17, 12, 26, 28, 201, 56], [32, 637, 12, 9, 4, 21, 8, 21, 90, 166], [83, 39, 352, 72, 88, 126, 100, 79, 36, 25], [33, 34, 60, 230, 47, 287, 133, 75, 33, 68], [50, 24, 169, 49, 267, 76, 155, 149, 36, 25], [24, 20, 73, 138, 25, 475, 85, 99, 23, 38], [8, 29, 75, 76, 73, 95, 550, 35, 19, 40], [39, 35, 31, 59, 47, 101, 48, 547, 21, 72], [105, 108, 8, 15, 10, 13, 9, 9, 649, 74], [21, 213, 12, 26, 7, 35, 21, 30, 123, 512]]"
29,29,0.44066,0.4734,"[[534, 78, 41, 19, 23, 11, 46, 31, 156, 61], [49, 643, 10, 9, 3, 22, 26, 23, 66, 149], [72, 34, 269, 55, 115, 79, 244, 75, 38, 19], [26, 33, 52, 204, 59, 215, 249, 70, 29, 63], [45, 25, 81, 35, 305, 32, 310, 115, 31, 21], [17, 14, 72, 107, 42, 396, 187, 108, 21, 36], [3, 18, 29, 46, 58, 23, 754, 30, 13, 26], [47, 33, 31, 39, 58, 77, 95, 534, 18, 68], [140, 109, 10, 11, 15, 13, 22, 10, 597, 73], [34, 228, 14, 18, 5, 28, 40, 28, 107, 498]]"
30,30,0.43804,0.467,"[[505, 70, 59, 24, 20, 9, 19, 20, 196, 78], [34, 582, 10, 12, 2, 19, 8, 15, 95, 223], [86, 34, 363, 78, 90, 116, 92, 66, 40, 35], [40, 36, 70, 246, 45, 276, 102, 65, 36, 84], [53, 31, 152, 63, 312, 71, 125, 116, 42, 35], [22, 20, 85, 149, 27, 460, 68, 83, 30, 56], [13, 30, 75, 121, 91, 86, 481, 31, 30, 42], [48, 50, 44, 60, 56, 90, 33, 499, 27, 93], [97, 93, 6, 13, 10, 16, 7, 9, 655, 94], [37, 183, 11, 22, 3, 24, 13, 21, 119, 567]]"
31,31,0.44434,0.4779,"[[552, 55, 62, 19, 27, 19, 30, 25, 163, 48], [47, 579, 18, 10, 9, 24, 14, 24, 79, 196], [85, 23, 346, 55, 112, 117, 147, 67, 29, 19], [33, 21, 77, 234, 54, 270, 169, 56, 34, 52], [51, 15, 123, 40, 326, 67, 210, 121, 27, 20], [17, 13, 90, 130, 43, 460, 110, 89, 20, 28], [9, 11, 60, 65, 89, 55, 650, 28, 11, 22], [44, 22, 53, 45, 68, 111, 59, 524, 18, 56], [145, 83, 16, 15, 20, 20, 12, 9, 603, 77], [54, 160, 16, 32, 5, 39, 31, 38, 120, 505]]"
32,32,0.45004,0.4797,"[[528, 70, 55, 24, 33, 7, 29, 20, 183, 51], [35, 614, 14, 11, 7, 19, 14, 17, 88, 181], [68, 33, 339, 75, 164, 79, 109, 70, 36, 27], [30, 28, 70, 269, 72, 204, 156, 76, 39, 56], [48, 24, 104, 44, 376, 42, 169, 132, 33, 28], [21, 16, 88, 172, 48, 382, 109, 107, 23, 34], [9, 20, 48, 71, 119, 42, 606, 33, 22, 30], [47, 32, 36, 51, 78, 74, 47, 551, 22, 62], [120, 101, 11, 13, 21, 14, 11, 9, 634, 66], [44, 195, 15, 27, 7, 25, 28, 39, 122, 498]]"
33,33,0.44986,0.4831,"[[530, 63, 70, 22, 31, 16, 25, 28, 163, 52], [33, 575, 15, 12, 8, 27, 11, 25, 79, 215], [75, 24, 375, 75, 121, 112, 94, 68, 34, 22], [34, 22, 83, 250, 57, 254, 139, 67, 37, 57], [49, 15, 143, 40, 361, 66, 154, 121, 30, 21], [16, 14, 88, 142, 36, 465, 92, 96, 22, 29], [9, 15, 80, 79, 108, 70, 568, 34, 14, 23], [32, 20, 46, 49, 67, 102, 41, 563, 17, 63], [122, 92, 17, 15, 18, 26, 10, 6, 620, 74], [43, 171, 14, 30, 10, 35, 25, 37, 111, 524]]"
