,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.5711,"[[537, 32, 80, 21, 34, 8, 30, 25, 173, 60], [32, 692, 16, 14, 14, 6, 21, 9, 54, 142], [56, 7, 448, 95, 147, 57, 122, 29, 21, 18], [11, 15, 68, 426, 79, 162, 148, 42, 23, 26], [27, 10, 83, 54, 518, 40, 120, 125, 11, 12], [10, 10, 67, 242, 91, 392, 93, 66, 9, 20], [5, 9, 53, 74, 76, 16, 733, 13, 10, 11], [20, 5, 32, 70, 98, 81, 38, 622, 9, 25], [76, 56, 22, 30, 14, 7, 12, 5, 740, 38], [48, 160, 19, 36, 8, 5, 31, 28, 62, 603]]"
1,1,10,10,0.5752,"[[516, 39, 77, 25, 35, 8, 31, 31, 178, 60], [21, 711, 14, 15, 5, 7, 27, 8, 48, 144], [56, 10, 417, 85, 147, 73, 136, 36, 23, 17], [10, 15, 60, 410, 72, 176, 160, 48, 22, 27], [24, 9, 77, 50, 514, 41, 129, 133, 12, 11], [8, 12, 53, 202, 82, 438, 106, 75, 8, 16], [5, 11, 38, 67, 72, 20, 750, 15, 9, 13], [14, 6, 34, 78, 84, 84, 32, 643, 5, 20], [68, 60, 19, 34, 15, 7, 12, 5, 736, 44], [38, 163, 16, 34, 9, 8, 32, 34, 49, 617]]"
2,2,10,10,0.5808,"[[565, 30, 76, 23, 27, 8, 27, 26, 154, 64], [27, 691, 17, 12, 8, 5, 25, 8, 51, 156], [60, 7, 444, 97, 139, 67, 115, 31, 21, 19], [12, 15, 58, 451, 73, 150, 141, 46, 25, 29], [25, 6, 86, 61, 535, 36, 108, 121, 11, 11], [10, 12, 57, 261, 84, 401, 84, 62, 9, 20], [5, 10, 47, 84, 68, 15, 736, 16, 5, 14], [23, 7, 33, 80, 96, 75, 30, 627, 7, 22], [85, 58, 20, 30, 13, 6, 12, 6, 720, 50], [41, 148, 19, 34, 6, 7, 33, 30, 44, 638]]"
3,3,10,10,0.5789,"[[539, 32, 68, 34, 25, 9, 30, 34, 170, 59], [27, 694, 15, 21, 9, 6, 20, 8, 57, 143], [58, 8, 401, 117, 144, 73, 122, 36, 24, 17], [12, 15, 47, 494, 53, 158, 128, 48, 22, 23], [22, 7, 70, 71, 508, 52, 111, 136, 14, 9], [8, 9, 47, 276, 71, 421, 79, 63, 8, 18], [8, 11, 41, 94, 60, 28, 723, 15, 8, 12], [17, 5, 26, 90, 78, 83, 29, 644, 6, 22], [71, 53, 16, 41, 11, 7, 8, 6, 749, 38], [40, 150, 14, 42, 8, 9, 30, 34, 57, 616]]"
4,4,10,10,0.5818,"[[532, 29, 76, 23, 29, 4, 29, 24, 188, 66], [22, 695, 14, 14, 8, 4, 22, 6, 53, 162], [53, 9, 450, 93, 139, 60, 120, 30, 26, 20], [11, 15, 60, 464, 61, 157, 141, 37, 25, 29], [23, 7, 86, 62, 521, 43, 114, 119, 13, 12], [8, 12, 65, 257, 76, 402, 92, 57, 10, 21], [7, 10, 52, 81, 65, 21, 728, 13, 7, 16], [17, 7, 31, 81, 97, 77, 34, 623, 6, 27], [64, 55, 16, 30, 12, 5, 11, 4, 762, 41], [40, 146, 13, 34, 10, 8, 26, 26, 56, 641]]"
5,5,10,10,0.5836,"[[515, 34, 81, 27, 37, 6, 34, 28, 177, 61], [21, 707, 15, 20, 10, 7, 22, 7, 45, 146], [47, 8, 429, 92, 153, 65, 132, 32, 24, 18], [7, 15, 53, 455, 74, 153, 156, 42, 19, 26], [18, 6, 69, 62, 552, 42, 119, 112, 9, 11], [7, 11, 51, 242, 87, 426, 100, 51, 8, 17], [6, 9, 38, 74, 71, 20, 754, 11, 5, 12], [14, 6, 32, 87, 104, 77, 39, 614, 4, 23], [67, 58, 22, 32, 20, 7, 13, 5, 731, 45], [32, 137, 17, 38, 11, 8, 28, 27, 49, 653]]"
6,6,10,10,0.5881,"[[543, 32, 74, 26, 29, 8, 26, 28, 172, 62], [25, 701, 16, 16, 6, 6, 23, 7, 43, 157], [56, 8, 432, 98, 140, 74, 116, 32, 25, 19], [10, 13, 55, 479, 65, 162, 121, 42, 25, 28], [22, 6, 76, 69, 515, 46, 113, 128, 13, 12], [7, 11, 57, 245, 69, 440, 74, 65, 13, 19], [8, 9, 47, 79, 69, 28, 724, 13, 8, 15], [21, 6, 32, 73, 92, 82, 22, 644, 5, 23], [69, 51, 17, 31, 12, 6, 9, 7, 758, 40], [41, 142, 14, 33, 7, 8, 27, 33, 50, 645]]"
7,7,10,10,0.5913,"[[533, 40, 81, 25, 27, 8, 27, 28, 176, 55], [23, 722, 14, 18, 7, 7, 20, 5, 40, 144], [48, 8, 449, 80, 145, 81, 116, 30, 27, 16], [10, 17, 63, 475, 64, 168, 116, 41, 20, 26], [15, 8, 72, 67, 530, 50, 113, 123, 11, 11], [6, 11, 60, 229, 81, 464, 67, 54, 12, 16], [8, 9, 45, 77, 75, 29, 723, 13, 8, 13], [17, 4, 35, 82, 102, 81, 23, 629, 5, 22], [59, 59, 19, 31, 15, 6, 13, 5, 751, 42], [38, 147, 14, 32, 13, 10, 26, 30, 53, 637]]"
8,8,10,10,0.5902,"[[545, 28, 69, 22, 30, 6, 24, 27, 189, 60], [28, 697, 15, 14, 9, 4, 18, 6, 58, 151], [53, 9, 442, 99, 147, 72, 103, 33, 26, 16], [12, 16, 56, 476, 68, 161, 114, 42, 23, 32], [18, 8, 80, 66, 546, 43, 93, 117, 17, 12], [9, 10, 57, 256, 79, 432, 68, 59, 10, 20], [9, 11, 47, 84, 75, 27, 710, 15, 11, 11], [22, 5, 25, 75, 108, 85, 22, 629, 6, 23], [64, 46, 18, 29, 10, 3, 7, 7, 779, 37], [39, 145, 12, 26, 8, 10, 26, 31, 57, 646]]"
9,9,10,10,0.5912,"[[523, 30, 80, 24, 30, 7, 34, 27, 174, 71], [21, 678, 18, 15, 6, 7, 22, 7, 56, 170], [49, 8, 442, 82, 154, 74, 116, 30, 27, 18], [11, 13, 61, 465, 73, 156, 132, 38, 22, 29], [15, 8, 75, 60, 563, 44, 101, 108, 14, 12], [5, 8, 57, 228, 90, 453, 79, 52, 9, 19], [7, 6, 45, 70, 82, 26, 728, 12, 9, 15], [15, 5, 33, 70, 118, 82, 25, 626, 5, 21], [63, 49, 20, 29, 20, 4, 11, 4, 758, 42], [29, 119, 15, 33, 14, 10, 24, 30, 50, 676]]"
