,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.23578,0.2426,"[[276, 44, 27, 31, 3, 35, 22, 2, 435, 125], [36, 119, 46, 30, 5, 108, 85, 5, 366, 200], [117, 65, 100, 92, 18, 183, 178, 8, 114, 125], [65, 36, 74, 200, 24, 248, 123, 4, 59, 167], [41, 38, 97, 134, 38, 170, 299, 6, 59, 118], [86, 56, 78, 164, 29, 255, 117, 5, 90, 120], [20, 35, 62, 84, 19, 240, 392, 7, 19, 122], [32, 52, 62, 160, 13, 114, 112, 20, 96, 339], [87, 35, 21, 41, 1, 60, 3, 0, 562, 190], [23, 48, 30, 28, 5, 33, 54, 3, 312, 464]]"
1,1,0.28672,0.3082,"[[463, 50, 1, 13, 15, 39, 43, 70, 169, 137], [85, 252, 5, 8, 16, 89, 123, 60, 195, 167], [138, 47, 4, 41, 130, 123, 326, 109, 31, 51], [47, 24, 7, 86, 111, 215, 276, 140, 19, 75], [62, 13, 5, 37, 200, 85, 440, 86, 21, 51], [45, 40, 2, 64, 124, 291, 257, 106, 22, 49], [12, 13, 1, 21, 97, 69, 650, 105, 1, 31], [36, 51, 3, 45, 156, 87, 168, 286, 19, 149], [172, 53, 1, 9, 7, 74, 20, 37, 410, 217], [52, 65, 1, 12, 13, 39, 94, 92, 192, 440]]"
2,2,0.347,0.3733,"[[463, 72, 25, 16, 22, 13, 27, 51, 236, 75], [43, 487, 7, 11, 15, 25, 60, 23, 146, 183], [115, 61, 78, 83, 223, 114, 161, 98, 34, 33], [47, 47, 40, 138, 101, 239, 171, 116, 31, 70], [59, 19, 25, 53, 360, 79, 237, 98, 45, 25], [33, 49, 35, 101, 106, 347, 158, 98, 38, 35], [11, 21, 24, 36, 198, 82, 490, 86, 14, 38], [33, 70, 26, 62, 138, 94, 77, 363, 28, 109], [138, 98, 5, 5, 10, 43, 13, 22, 558, 108], [33, 154, 6, 24, 7, 21, 51, 54, 201, 449]]"
3,3,0.39446,0.4241,"[[451, 81, 37, 15, 29, 14, 22, 51, 222, 78], [21, 602, 4, 13, 8, 20, 29, 29, 91, 183], [81, 48, 133, 74, 185, 129, 167, 115, 32, 36], [22, 53, 53, 143, 47, 280, 170, 108, 35, 89], [46, 36, 59, 44, 353, 64, 222, 111, 39, 26], [14, 45, 48, 93, 58, 423, 134, 107, 35, 43], [2, 22, 27, 46, 144, 71, 569, 56, 13, 50], [21, 60, 32, 47, 92, 109, 51, 467, 20, 101], [113, 116, 10, 8, 12, 31, 13, 17, 582, 98], [25, 194, 3, 27, 4, 23, 39, 52, 115, 518]]"
4,4,0.41852,0.4616,"[[496, 87, 48, 19, 29, 11, 32, 35, 189, 54], [24, 657, 4, 15, 6, 12, 31, 29, 79, 143], [65, 39, 220, 89, 170, 77, 189, 93, 34, 24], [19, 49, 62, 231, 32, 191, 232, 81, 33, 70], [46, 37, 76, 52, 346, 21, 256, 105, 37, 24], [12, 39, 71, 156, 38, 375, 149, 100, 33, 27], [3, 21, 29, 66, 111, 25, 664, 36, 17, 28], [24, 55, 35, 54, 73, 78, 63, 532, 16, 70], [112, 122, 14, 12, 13, 21, 17, 15, 605, 69], [27, 229, 5, 33, 3, 11, 42, 52, 108, 490]]"
5,5,0.43724,0.4779,"[[471, 96, 50, 24, 32, 13, 31, 46, 176, 61], [14, 707, 6, 16, 8, 12, 19, 33, 72, 113], [54, 31, 253, 67, 155, 112, 166, 110, 30, 22], [14, 48, 51, 189, 35, 272, 205, 98, 28, 60], [39, 39, 72, 46, 356, 46, 212, 135, 34, 21], [6, 34, 56, 106, 38, 452, 133, 129, 26, 20], [1, 15, 33, 58, 109, 46, 662, 40, 11, 25], [16, 43, 28, 42, 59, 95, 45, 604, 14, 54], [88, 120, 18, 14, 20, 25, 15, 20, 617, 63], [19, 274, 4, 20, 5, 21, 41, 54, 94, 468]]"
6,6,0.45174,0.4933,"[[516, 93, 52, 22, 33, 9, 31, 36, 153, 55], [20, 718, 6, 13, 8, 12, 15, 24, 69, 115], [63, 34, 302, 71, 166, 70, 154, 79, 33, 28], [21, 40, 62, 253, 51, 196, 215, 72, 30, 60], [37, 37, 89, 55, 412, 30, 173, 118, 36, 13], [10, 33, 72, 163, 44, 381, 133, 112, 29, 23], [2, 17, 49, 64, 136, 28, 641, 29, 15, 19], [19, 44, 36, 48, 65, 75, 42, 604, 15, 52], [90, 115, 18, 15, 20, 18, 17, 12, 635, 60], [21, 274, 6, 16, 9, 16, 38, 52, 97, 471]]"
7,7,0.46286,0.5043,"[[527, 85, 48, 20, 31, 9, 34, 29, 149, 68], [20, 715, 6, 6, 8, 15, 17, 14, 68, 131], [69, 38, 309, 66, 136, 76, 180, 63, 32, 31], [19, 39, 61, 259, 49, 196, 230, 61, 28, 58], [36, 34, 90, 53, 402, 29, 199, 107, 33, 17], [10, 30, 74, 155, 42, 394, 142, 100, 26, 27], [2, 18, 48, 52, 103, 28, 692, 22, 15, 20], [21, 41, 33, 48, 61, 81, 40, 600, 13, 62], [94, 115, 15, 15, 20, 18, 17, 10, 634, 62], [22, 264, 4, 14, 9, 14, 34, 44, 84, 511]]"
8,8,0.47498,0.5113,"[[519, 79, 47, 19, 28, 9, 41, 26, 164, 68], [19, 714, 5, 11, 7, 15, 16, 15, 74, 124], [69, 36, 319, 81, 137, 77, 167, 54, 29, 31], [18, 36, 61, 271, 51, 207, 219, 58, 28, 51], [31, 29, 93, 58, 417, 33, 187, 97, 37, 18], [11, 23, 70, 165, 38, 418, 137, 86, 25, 27], [2, 15, 50, 58, 108, 30, 690, 16, 13, 18], [19, 29, 34, 59, 55, 93, 48, 595, 11, 57], [83, 104, 13, 16, 19, 19, 17, 8, 665, 56], [26, 268, 4, 19, 9, 16, 35, 38, 80, 505]]"
9,9,0.48678,0.5199,"[[526, 77, 56, 18, 20, 11, 40, 25, 155, 72], [19, 717, 6, 11, 9, 15, 16, 12, 56, 139], [67, 33, 356, 66, 118, 86, 168, 50, 27, 29], [18, 37, 71, 239, 42, 240, 229, 47, 29, 48], [30, 28, 100, 50, 411, 45, 186, 97, 37, 16], [11, 22, 77, 136, 35, 442, 144, 87, 22, 24], [3, 15, 50, 49, 96, 31, 713, 16, 11, 16], [17, 27, 34, 43, 48, 102, 54, 606, 11, 58], [91, 102, 14, 17, 16, 19, 18, 11, 662, 50], [26, 246, 6, 18, 10, 18, 36, 38, 75, 527]]"
