,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.32034,0.3461,"[[337, 45, 10, 11, 10, 24, 35, 38, 384, 106], [21, 294, 3, 7, 5, 29, 78, 20, 308, 235], [107, 50, 56, 44, 208, 106, 216, 80, 85, 48], [61, 25, 30, 67, 120, 218, 214, 114, 60, 91], [53, 10, 24, 32, 334, 77, 285, 90, 46, 49], [48, 27, 32, 41, 143, 327, 165, 87, 85, 45], [9, 19, 28, 45, 134, 60, 569, 63, 20, 53], [50, 41, 19, 20, 153, 106, 85, 327, 62, 137], [66, 46, 4, 11, 4, 40, 14, 11, 646, 158], [17, 58, 4, 19, 7, 17, 72, 25, 277, 504]]"
1,1,0.4257,0.4654,"[[495, 72, 51, 19, 11, 13, 23, 30, 204, 82], [19, 641, 3, 10, 5, 16, 21, 13, 86, 186], [71, 43, 256, 85, 118, 104, 175, 92, 28, 28], [29, 41, 62, 270, 19, 233, 186, 77, 10, 73], [48, 30, 112, 58, 273, 57, 245, 126, 30, 21], [22, 24, 70, 154, 29, 439, 123, 90, 19, 30], [4, 21, 59, 86, 68, 36, 635, 40, 8, 43], [34, 31, 33, 64, 60, 108, 47, 538, 15, 70], [145, 105, 11, 13, 6, 27, 9, 15, 553, 116], [25, 205, 7, 29, 4, 13, 27, 42, 94, 554]]"
2,2,0.46364,0.5029,"[[532, 64, 44, 15, 12, 9, 28, 23, 218, 55], [16, 668, 6, 7, 5, 14, 13, 15, 103, 153], [78, 33, 336, 69, 149, 97, 113, 70, 35, 20], [32, 35, 65, 283, 31, 224, 181, 72, 23, 54], [41, 29, 125, 54, 369, 49, 160, 111, 39, 23], [19, 23, 80, 167, 36, 443, 103, 80, 28, 21], [4, 18, 78, 70, 100, 35, 617, 33, 18, 27], [33, 26, 45, 59, 60, 90, 39, 577, 17, 54], [103, 85, 8, 12, 6, 18, 10, 13, 678, 67], [25, 233, 8, 15, 5, 11, 30, 38, 109, 526]]"
3,3,0.48986,0.5293,"[[570, 60, 52, 20, 14, 5, 30, 19, 163, 67], [18, 708, 8, 13, 5, 7, 15, 9, 60, 157], [71, 28, 409, 81, 111, 79, 108, 55, 35, 23], [35, 33, 71, 364, 32, 163, 173, 64, 19, 46], [38, 24, 151, 68, 374, 45, 147, 99, 33, 21], [16, 18, 90, 210, 35, 397, 101, 89, 23, 21], [6, 18, 81, 78, 84, 22, 641, 23, 14, 33], [29, 18, 43, 74, 54, 73, 40, 601, 15, 53], [119, 86, 9, 12, 7, 12, 12, 9, 653, 81], [27, 236, 7, 16, 9, 10, 26, 23, 70, 576]]"
4,4,0.51494,0.5465,"[[552, 57, 47, 23, 13, 6, 31, 15, 178, 78], [18, 710, 11, 13, 5, 8, 15, 9, 68, 143], [67, 22, 401, 88, 117, 78, 115, 53, 33, 26], [26, 27, 57, 368, 34, 186, 166, 70, 28, 38], [30, 24, 124, 62, 385, 47, 162, 117, 35, 14], [17, 8, 77, 196, 29, 432, 104, 91, 24, 22], [5, 14, 61, 66, 70, 26, 709, 19, 12, 18], [19, 18, 30, 55, 55, 87, 42, 624, 11, 59], [79, 89, 8, 11, 10, 15, 15, 9, 705, 59], [21, 242, 5, 16, 5, 11, 28, 23, 70, 579]]"
5,5,0.5293,0.5597,"[[573, 49, 55, 23, 20, 7, 29, 22, 160, 62], [23, 738, 15, 15, 5, 7, 13, 9, 47, 128], [65, 25, 444, 79, 116, 74, 98, 52, 26, 21], [19, 26, 73, 372, 45, 176, 160, 74, 22, 33], [28, 18, 143, 53, 415, 43, 138, 120, 31, 11], [9, 8, 87, 188, 44, 429, 99, 96, 21, 19], [4, 14, 66, 53, 77, 20, 722, 21, 8, 15], [15, 17, 35, 61, 55, 82, 41, 640, 10, 44], [85, 86, 8, 19, 14, 13, 13, 12, 692, 58], [29, 231, 11, 15, 6, 9, 33, 28, 66, 572]]"
6,6,0.544,0.5686,"[[580, 44, 59, 21, 20, 6, 25, 16, 161, 68], [22, 719, 15, 13, 5, 5, 13, 10, 57, 141], [60, 22, 457, 84, 119, 58, 102, 44, 32, 22], [30, 27, 74, 382, 49, 174, 148, 53, 23, 40], [32, 10, 143, 57, 430, 42, 139, 102, 33, 12], [12, 7, 90, 202, 40, 433, 98, 72, 24, 22], [5, 13, 67, 59, 65, 20, 729, 14, 11, 17], [14, 13, 43, 60, 53, 88, 44, 621, 11, 53], [80, 73, 11, 18, 11, 14, 10, 5, 730, 48], [30, 204, 10, 14, 2, 8, 30, 18, 79, 605]]"
7,7,0.55634,0.5821,"[[604, 33, 59, 22, 20, 9, 26, 18, 151, 58], [21, 705, 19, 12, 7, 7, 17, 10, 56, 146], [59, 15, 455, 84, 121, 65, 106, 46, 29, 20], [23, 20, 64, 396, 49, 186, 154, 49, 27, 32], [29, 6, 122, 58, 457, 46, 142, 100, 31, 9], [12, 4, 83, 185, 50, 464, 100, 66, 19, 17], [4, 9, 59, 63, 72, 20, 738, 12, 11, 12], [10, 9, 34, 62, 59, 88, 46, 649, 9, 34], [86, 65, 8, 24, 11, 13, 9, 9, 730, 45], [29, 178, 14, 16, 3, 8, 35, 21, 73, 623]]"
8,8,0.56428,0.5889,"[[613, 33, 64, 21, 21, 9, 20, 19, 152, 48], [26, 718, 21, 12, 10, 9, 17, 9, 60, 118], [60, 15, 449, 72, 137, 72, 101, 47, 28, 19], [29, 16, 66, 392, 50, 191, 144, 53, 31, 28], [28, 5, 117, 49, 484, 44, 130, 106, 28, 9], [14, 5, 76, 177, 56, 491, 88, 60, 16, 17], [3, 11, 55, 61, 76, 28, 740, 8, 11, 7], [19, 7, 36, 45, 62, 96, 33, 661, 9, 32], [88, 62, 10, 21, 13, 13, 10, 11, 737, 35], [34, 186, 11, 16, 9, 7, 33, 27, 73, 604]]"
9,9,0.57548,0.6004,"[[635, 33, 60, 20, 16, 9, 16, 13, 145, 53], [29, 733, 12, 9, 6, 6, 14, 7, 59, 125], [68, 18, 480, 75, 117, 59, 96, 35, 29, 23], [29, 18, 70, 400, 51, 183, 133, 42, 37, 37], [32, 8, 122, 57, 479, 38, 115, 100, 37, 12], [18, 8, 77, 188, 63, 471, 79, 50, 22, 24], [5, 12, 59, 62, 75, 20, 732, 9, 13, 13], [15, 11, 37, 51, 66, 76, 28, 663, 11, 42], [83, 62, 7, 18, 6, 12, 10, 5, 756, 41], [32, 160, 10, 19, 6, 7, 29, 11, 71, 655]]"
