,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
0,0,10,10,0.5275,"[[454, 26, 62, 19, 56, 5, 43, 14, 273, 48], [27, 619, 7, 12, 10, 3, 37, 10, 100, 175], [58, 11, 346, 85, 218, 40, 141, 57, 30, 14], [17, 13, 79, 397, 95, 101, 202, 37, 24, 35], [23, 4, 82, 81, 519, 19, 135, 103, 27, 7], [10, 10, 73, 315, 99, 271, 109, 83, 16, 14], [4, 9, 45, 66, 107, 5, 734, 8, 10, 12], [16, 5, 26, 77, 123, 60, 53, 593, 11, 36], [53, 47, 19, 28, 15, 1, 18, 6, 765, 48], [26, 143, 12, 33, 12, 6, 38, 23, 130, 577]]"
1,1,10,10,0.5452,"[[477, 20, 68, 22, 54, 9, 42, 23, 231, 54], [29, 609, 5, 21, 13, 5, 35, 14, 85, 184], [56, 7, 339, 80, 203, 60, 156, 56, 29, 14], [14, 13, 61, 372, 95, 151, 203, 42, 19, 30], [17, 3, 72, 71, 526, 36, 129, 117, 22, 7], [6, 7, 62, 242, 88, 382, 106, 81, 14, 12], [5, 4, 34, 66, 95, 11, 755, 10, 8, 12], [14, 2, 24, 57, 106, 80, 47, 628, 10, 32], [57, 44, 11, 27, 21, 7, 19, 8, 752, 54], [31, 117, 15, 37, 7, 9, 46, 25, 101, 612]]"
2,2,10,10,0.5541,"[[531, 27, 56, 21, 42, 11, 36, 18, 216, 42], [34, 649, 7, 15, 10, 6, 22, 14, 81, 162], [67, 12, 350, 80, 185, 63, 133, 59, 33, 18], [17, 14, 54, 385, 86, 153, 181, 49, 23, 38], [30, 5, 76, 81, 504, 34, 121, 123, 20, 6], [8, 10, 59, 247, 84, 390, 91, 81, 17, 13], [6, 9, 36, 68, 88, 18, 742, 11, 7, 15], [18, 3, 23, 71, 97, 70, 43, 631, 8, 36], [70, 47, 13, 29, 13, 2, 15, 8, 743, 60], [35, 144, 14, 32, 9, 9, 27, 18, 96, 616]]"
3,3,10,10,0.5576,"[[542, 20, 55, 23, 52, 9, 41, 25, 187, 46], [36, 634, 7, 18, 9, 7, 34, 17, 77, 161], [64, 8, 356, 82, 189, 60, 139, 61, 27, 14], [12, 12, 57, 408, 89, 150, 179, 49, 17, 27], [24, 2, 68, 76, 547, 36, 109, 112, 23, 3], [6, 9, 61, 273, 89, 363, 94, 85, 13, 7], [5, 8, 30, 71, 97, 16, 743, 15, 5, 10], [13, 2, 21, 72, 106, 63, 39, 653, 8, 23], [75, 46, 10, 28, 19, 5, 16, 11, 733, 57], [38, 133, 16, 35, 7, 9, 38, 34, 93, 597]]"
4,4,10,10,0.5562,"[[499, 24, 64, 22, 47, 9, 46, 18, 219, 52], [30, 641, 7, 16, 7, 4, 42, 9, 81, 163], [60, 8, 369, 73, 174, 66, 163, 46, 29, 12], [14, 14, 62, 389, 90, 133, 207, 39, 20, 32], [18, 4, 76, 72, 533, 29, 140, 102, 22, 4], [5, 8, 59, 273, 95, 352, 115, 69, 14, 10], [4, 8, 36, 58, 68, 11, 794, 6, 6, 9], [16, 2, 21, 73, 112, 69, 46, 622, 9, 30], [61, 47, 12, 31, 16, 5, 18, 6, 746, 58], [26, 135, 17, 33, 7, 9, 41, 21, 94, 617]]"
5,5,10,10,0.5657,"[[535, 27, 58, 29, 51, 7, 37, 17, 186, 53], [33, 684, 5, 18, 9, 5, 27, 10, 61, 148], [55, 10, 352, 78, 195, 67, 149, 50, 30, 14], [11, 13, 50, 418, 93, 146, 177, 42, 19, 31], [20, 5, 62, 75, 548, 35, 120, 109, 21, 5], [6, 11, 50, 289, 93, 369, 91, 67, 13, 11], [4, 9, 30, 72, 87, 14, 757, 4, 10, 13], [12, 1, 18, 75, 119, 67, 36, 632, 5, 35], [66, 54, 9, 28, 20, 4, 14, 8, 741, 56], [30, 145, 12, 37, 11, 10, 31, 21, 82, 621]]"
6,6,10,10,0.5655,"[[526, 29, 54, 25, 40, 6, 39, 17, 216, 48], [32, 692, 5, 16, 7, 6, 31, 8, 63, 140], [61, 16, 391, 63, 156, 72, 142, 50, 33, 16], [16, 17, 59, 384, 78, 157, 187, 43, 23, 36], [19, 5, 85, 69, 527, 42, 111, 113, 22, 7], [8, 11, 61, 260, 77, 384, 98, 72, 16, 13], [5, 10, 40, 67, 85, 18, 753, 4, 8, 10], [16, 7, 24, 74, 100, 67, 40, 630, 7, 35], [69, 50, 8, 28, 15, 4, 17, 7, 755, 47], [28, 158, 14, 33, 10, 11, 28, 18, 87, 613]]"
7,7,10,10,0.5671,"[[533, 27, 62, 28, 39, 8, 40, 16, 202, 45], [27, 685, 4, 17, 9, 7, 31, 9, 61, 150], [61, 15, 400, 62, 158, 66, 152, 44, 30, 12], [15, 16, 65, 409, 86, 141, 179, 40, 21, 28], [18, 5, 77, 67, 529, 42, 130, 104, 24, 4], [9, 9, 64, 283, 78, 363, 100, 69, 14, 11], [5, 12, 41, 66, 62, 13, 781, 3, 7, 10], [16, 6, 25, 76, 107, 70, 41, 616, 7, 36], [69, 53, 10, 29, 17, 5, 16, 7, 745, 49], [36, 147, 18, 35, 10, 9, 30, 20, 85, 610]]"
8,8,10,10,0.5711,"[[533, 21, 60, 32, 41, 7, 33, 21, 200, 52], [27, 676, 7, 17, 11, 8, 28, 10, 69, 147], [55, 12, 394, 72, 160, 67, 142, 49, 35, 14], [13, 13, 54, 410, 93, 150, 167, 45, 23, 32], [17, 4, 74, 73, 539, 39, 126, 97, 25, 6], [8, 10, 49, 287, 83, 368, 97, 68, 18, 12], [4, 11, 32, 66, 69, 15, 778, 5, 9, 11], [13, 2, 21, 71, 109, 72, 37, 633, 7, 35], [61, 53, 8, 26, 15, 4, 15, 8, 763, 47], [28, 147, 17, 32, 10, 10, 33, 20, 86, 617]]"
9,9,10,10,0.5719,"[[548, 18, 71, 36, 44, 10, 27, 18, 176, 52], [28, 636, 5, 23, 12, 7, 35, 14, 75, 165], [52, 8, 402, 71, 166, 81, 130, 48, 27, 15], [13, 11, 61, 427, 87, 163, 153, 42, 19, 24], [19, 3, 79, 78, 551, 47, 98, 100, 22, 3], [7, 8, 54, 286, 85, 397, 74, 67, 13, 9], [7, 6, 39, 70, 93, 22, 744, 5, 5, 9], [10, 2, 22, 81, 113, 77, 35, 627, 5, 28], [68, 41, 12, 32, 20, 5, 17, 7, 752, 46], [31, 118, 18, 46, 11, 9, 30, 24, 78, 635]]"
