,Round,Train Accuracy,Test Accuracy,Confusion Matrix
0,0,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000]]"
1,1,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000]]"
2,2,0.10002,0.1,"[[0, 0, 0, 0, 0, 0, 0, 0, 1, 999], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 1, 999], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1000], [0, 0, 0, 0, 0, 0, 0, 0, 1, 999], [0, 0, 0, 0, 0, 0, 0, 0, 1, 999]]"
3,3,0.10186,0.0997,"[[0, 0, 0, 0, 0, 0, 0, 0, 38, 962], [0, 0, 0, 0, 0, 0, 0, 0, 22, 978], [0, 0, 0, 0, 0, 0, 0, 0, 13, 987], [0, 0, 0, 0, 0, 0, 0, 0, 14, 986], [0, 0, 0, 0, 0, 0, 0, 0, 7, 993], [0, 0, 0, 0, 0, 0, 0, 0, 21, 979], [0, 0, 0, 0, 0, 0, 0, 0, 6, 994], [0, 0, 0, 0, 0, 0, 0, 0, 11, 989], [0, 0, 0, 0, 0, 0, 0, 0, 26, 974], [0, 0, 0, 0, 0, 0, 0, 0, 29, 971]]"
4,4,0.10574,0.1046,"[[0, 0, 0, 0, 0, 0, 0, 0, 116, 884], [0, 0, 0, 0, 0, 0, 0, 0, 85, 915], [0, 0, 0, 0, 0, 0, 0, 0, 39, 961], [0, 0, 0, 0, 0, 1, 0, 0, 48, 951], [0, 0, 0, 0, 0, 0, 0, 0, 31, 969], [0, 0, 0, 0, 0, 0, 0, 0, 85, 915], [0, 0, 0, 0, 0, 0, 0, 0, 21, 979], [0, 0, 0, 0, 0, 0, 0, 0, 45, 955], [0, 0, 0, 0, 0, 0, 0, 0, 118, 882], [0, 0, 0, 0, 0, 0, 0, 0, 72, 928]]"
5,5,0.11252,0.1132,"[[0, 0, 0, 0, 0, 2, 0, 0, 237, 761], [0, 0, 0, 0, 0, 3, 0, 0, 174, 823], [0, 0, 0, 0, 0, 4, 0, 0, 76, 920], [0, 0, 0, 0, 0, 6, 0, 0, 110, 884], [0, 0, 0, 0, 0, 0, 0, 0, 68, 932], [0, 0, 0, 0, 0, 9, 0, 0, 183, 808], [0, 0, 0, 0, 0, 8, 0, 0, 65, 927], [0, 0, 0, 0, 0, 5, 0, 0, 114, 881], [0, 0, 0, 0, 0, 8, 0, 0, 267, 725], [0, 0, 0, 0, 0, 1, 0, 0, 143, 856]]"
6,6,0.12218,0.124,"[[0, 0, 0, 0, 0, 10, 0, 0, 435, 555], [0, 0, 0, 0, 1, 36, 0, 0, 315, 648], [0, 0, 0, 0, 0, 15, 0, 0, 205, 780], [0, 1, 0, 0, 0, 34, 0, 0, 206, 759], [0, 0, 0, 0, 0, 20, 0, 0, 155, 825], [0, 0, 0, 0, 0, 47, 0, 0, 327, 626], [0, 0, 0, 0, 0, 44, 0, 0, 178, 778], [0, 0, 0, 0, 0, 26, 0, 0, 225, 749], [0, 0, 0, 0, 1, 32, 0, 0, 473, 494], [0, 1, 0, 0, 0, 6, 0, 0, 273, 720]]"
7,7,0.12902,0.1297,"[[0, 0, 0, 0, 10, 8, 0, 0, 669, 313], [0, 0, 0, 0, 31, 26, 0, 0, 521, 422], [0, 0, 0, 0, 19, 19, 0, 0, 436, 526], [0, 1, 0, 0, 42, 38, 0, 0, 402, 517], [0, 0, 0, 0, 34, 16, 0, 0, 340, 610], [0, 0, 0, 0, 36, 47, 0, 0, 502, 415], [0, 0, 0, 0, 36, 44, 0, 0, 364, 556], [0, 0, 0, 0, 33, 13, 0, 0, 375, 579], [0, 0, 0, 0, 28, 23, 0, 0, 662, 287], [0, 0, 0, 0, 6, 8, 0, 0, 432, 554]]"
8,8,0.13368,0.1359,"[[0, 0, 0, 0, 49, 12, 0, 0, 793, 146], [0, 0, 0, 0, 90, 28, 0, 0, 666, 216], [0, 1, 0, 0, 84, 31, 0, 0, 637, 247], [0, 1, 0, 0, 150, 46, 0, 0, 533, 270], [0, 0, 0, 0, 163, 24, 0, 0, 511, 302], [0, 1, 0, 0, 142, 57, 0, 0, 599, 201], [0, 0, 0, 0, 167, 46, 0, 0, 530, 257], [0, 0, 0, 0, 105, 18, 0, 0, 547, 330], [0, 0, 0, 0, 73, 19, 0, 0, 785, 123], [0, 1, 0, 0, 23, 9, 0, 0, 613, 354]]"
9,9,0.1405,0.1396,"[[0, 0, 0, 0, 94, 7, 0, 0, 829, 70], [0, 5, 0, 0, 164, 10, 0, 0, 697, 124], [0, 8, 0, 0, 195, 11, 0, 0, 659, 127], [0, 2, 0, 1, 316, 17, 0, 0, 501, 163], [0, 5, 0, 0, 324, 6, 0, 0, 509, 156], [0, 1, 0, 1, 261, 23, 0, 0, 573, 141], [0, 1, 0, 0, 331, 10, 0, 0, 518, 140], [0, 2, 0, 1, 205, 7, 0, 0, 566, 219], [0, 1, 0, 0, 129, 7, 0, 0, 793, 70], [0, 1, 0, 0, 61, 2, 0, 0, 686, 250]]"
